Name,Rating,Genres,Platforms,ESRB,Rating_scaled,ESRB_cat,Genres_list,Platforms_list,db_id
Portal,4.49,"Action, Puzzle","Macos, Pc, Android, Playstation 3, Xbox 360, Linux, Nintendo Switch",Teen,1.3185706140894025,5,"['action', 'puzzle']","['macos', 'pc', 'android', 'playstation 3', 'xbox 360', 'linux', 'nintendo switch']",1551
Half-Life 2,4.48,"Action, Shooter","Pc, Macos, Xbox 360, Linux, Xbox, Android",Mature,1.3035278827667245,3,"['action', 'shooter']","['pc', 'macos', 'xbox 360', 'linux', 'xbox', 'android']",1552
Borderlands 2,4.01,"Action, Shooter, Rpg","Playstation 3, Macos, Pc, Android, Linux, Ps Vita, Xbox 360",Mature,0.596519510600824,3,"['action', 'shooter', 'rpg']","['playstation 3', 'macos', 'pc', 'android', 'linux', 'ps vita', 'xbox 360']",1553
Life Is Strange,4.12,Adventure,"Ios, Pc, Linux, Playstation 3, Macos, Xbox 360, Android, Playstation 4, Xbox One",Mature,0.7619895551502903,3,['adventure'],"['ios', 'pc', 'linux', 'playstation 3', 'macos', 'xbox 360', 'android', 'playstation 4', 'xbox one']",1554
Limbo,4.14,"Action, Adventure, Indie, Puzzle, Platformer","Pc, Android, Ps Vita, Playstation 4, Playstation 3, Xbox 360, Linux, Macos, Ios, Xbox One, Nintendo Switch",Teen,0.792075017795647,5,"['action', 'adventure', 'indie', 'puzzle', 'platformer']","['pc', 'android', 'ps vita', 'playstation 4', 'playstation 3', 'xbox 360', 'linux', 'macos', 'ios', 'xbox one', 'nintendo switch']",1555
Terraria,4.07,"Action, Indie, Platformer","Xbox 360, Wii U, Nintendo 3Ds, Xbox One, Playstation 4, Ios, Pc, Macos, Linux, Nintendo Switch, Playstation 3, Ps Vita, Android",Teen,0.686775898536897,5,"['action', 'indie', 'platformer']","['xbox 360', 'wii u', 'nintendo 3ds', 'xbox one', 'playstation 4', 'ios', 'pc', 'macos', 'linux', 'nintendo switch', 'playstation 3', 'ps vita', 'android']",1556
Grand Theft Auto: San Andreas,4.51,Action,"Macos, Pc, Ios, Xbox, Android, Playstation 4, Playstation 3, Playstation 2, Xbox 360, Xbox One",Mature,1.3486560767347593,3,['action'],"['macos', 'pc', 'ios', 'xbox', 'android', 'playstation 4', 'playstation 3', 'playstation 2', 'xbox 360', 'xbox one']",1557
The Walking Dead: Season 1,4.36,"Action, Adventure","Android, Ps Vita, Macos, Pc, Ios, Playstation 4, Playstation 3, Xbox 360, Nintendo Switch, Xbox One",Mature,1.1230151068945795,3,"['action', 'adventure']","['android', 'ps vita', 'macos', 'pc', 'ios', 'playstation 4', 'playstation 3', 'xbox 360', 'nintendo switch', 'xbox one']",1558
Half-Life 2: Episode One,4.38,"Action, Shooter","Linux, Pc, Xbox 360, Android, Macos",Mature,1.1531005695399363,3,"['action', 'shooter']","['linux', 'pc', 'xbox 360', 'android', 'macos']",1559
Half-Life 2: Episode Two,4.45,"Action, Shooter, Puzzle","Android, Linux, Macos, Pc, Xbox 360",Mature,1.2583996887986877,3,"['action', 'shooter', 'puzzle']","['android', 'linux', 'macos', 'pc', 'xbox 360']",1560
Stardew Valley,4.4,"Rpg, Simulation, Indie","Nintendo Switch, Xbox One, Pc, Ios, Macos, Linux, Playstation 4, Ps Vita, Android",Everyone 10+,1.1831860321852945,2,"['rpg', 'simulation', 'indie']","['nintendo switch', 'xbox one', 'pc', 'ios', 'macos', 'linux', 'playstation 4', 'ps vita', 'android']",1561
Grand Theft Auto: Vice City,4.44,Action,"Android, Macos, Pc, Ios, Playstation 4, Ps Vita, Playstation 2, Xbox",Mature,1.2433569574760093,3,['action'],"['android', 'macos', 'pc', 'ios', 'playstation 4', 'ps vita', 'playstation 2', 'xbox']",1562
Ark: Survival Of The Fittest,2.59,"Action, Rpg, Strategy, Massively Multiplayer, Indie","Android, Linux, Macos, Pc, Ios",Teen,-1.5395483372195522,5,"['action', 'rpg', 'strategy', 'massively multiplayer', 'indie']","['android', 'linux', 'macos', 'pc', 'ios']",1563
Minecraft,4.43,"Action, Simulation, Arcade, Massively Multiplayer, Indie","Android, Ps Vita, Playstation 4, Playstation 3, Xbox 360, Nintendo 3Ds, Nintendo Switch, Macos, Pc, Ios, Wii U, Xbox One, Linux",Everyone 10+,1.2283142261533295,2,"['action', 'simulation', 'arcade', 'massively multiplayer', 'indie']","['android', 'ps vita', 'playstation 4', 'playstation 3', 'xbox 360', 'nintendo 3ds', 'nintendo switch', 'macos', 'pc', 'ios', 'wii u', 'xbox one', 'linux']",1564
Middle-Earth: Shadow Of War,3.85,"Action, Rpg","Pc, Xbox One, Playstation 4, Android",Mature,0.3558358094379651,3,"['action', 'rpg']","['pc', 'xbox one', 'playstation 4', 'android']",1565
Brothers: A Tale Of Two Sons,4.18,"Action, Adventure, Indie","Playstation 3, Xbox One, Ios, Nintendo Switch, Xbox 360, Playstation 4, Android, Pc",Teen,0.8522459430863619,5,"['action', 'adventure', 'indie']","['playstation 3', 'xbox one', 'ios', 'nintendo switch', 'xbox 360', 'playstation 4', 'android', 'pc']",1566
Brawlhalla,3.22,"Action, Casual, Fighting, Indie","Xbox One, Android, Ios, Pc, Macos, Nintendo Switch, Playstation 4",Everyone 10+,-0.5918562638907932,2,"['action', 'casual', 'fighting', 'indie']","['xbox one', 'android', 'ios', 'pc', 'macos', 'nintendo switch', 'playstation 4']",1567
Alien: Isolation,4.2,"Action, Adventure","Pc, Xbox One, Nintendo Switch, Android, Ios, Playstation 4",Mature,0.8823314057317201,3,"['action', 'adventure']","['pc', 'xbox one', 'nintendo switch', 'android', 'ios', 'playstation 4']",1568
Batman: Arkham Origins,3.95,Action,"Playstation 3, Pc, Android, Xbox 360",Teen,0.5062631226647524,5,['action'],"['playstation 3', 'pc', 'android', 'xbox 360']",1569
Among Us,3.84,"Action, Simulation, Casual","Android, Nintendo Switch, Pc, Ios, Playstation 4, Playstation 5, Xbox One",Everyone 10+,0.3407930781152861,2,"['action', 'simulation', 'casual']","['android', 'nintendo switch', 'pc', 'ios', 'playstation 4', 'playstation 5', 'xbox one']",1570
The Wolf Among Us,4.39,Adventure,"Ps Vita, Playstation 4, Xbox One, Ios, Pc, Android, Xbox 360, Macos",Mature,1.1681433008626148,3,['adventure'],"['ps vita', 'playstation 4', 'xbox one', 'ios', 'pc', 'android', 'xbox 360', 'macos']",1571
This War Of Mine,4.07,"Adventure, Simulation, Indie","Android, Ps Vita, Nintendo Switch, Linux, Macos, Pc, Ios",Mature,0.686775898536897,3,"['adventure', 'simulation', 'indie']","['android', 'ps vita', 'nintendo switch', 'linux', 'macos', 'pc', 'ios']",1572
Grand Theft Auto Iii,4.16,"Action, Shooter","Macos, Pc, Ios, Android, Playstation 4, Playstation 2, Xbox",Mature,0.8221604804410052,3,"['action', 'shooter']","['macos', 'pc', 'ios', 'android', 'playstation 4', 'playstation 2', 'xbox']",1573
"Papers, Please",4.38,"Simulation, Educational, Indie, Puzzle","Linux, Macos, Pc, Ios, Android, Ps Vita",Mature,1.1531005695399363,3,"['simulation', 'educational', 'indie', 'puzzle']","['linux', 'macos', 'pc', 'ios', 'android', 'ps vita']",2577
Fallout Shelter,3.43,"Rpg, Simulation","Playstation 4, Xbox One, Pc, Nintendo Switch, Android, Ios",Teen,-0.2759589061145404,5,"['rpg', 'simulation']","['playstation 4', 'xbox one', 'pc', 'nintendo switch', 'android', 'ios']",1575
Star Wars: Knights Of The Old Republic,4.36,"Action, Rpg","Xbox 360, Xbox, Nintendo Switch, Xbox One, Android, Ios, Pc, Macos",Mature,1.1230151068945795,3,"['action', 'rpg']","['xbox 360', 'xbox', 'nintendo switch', 'xbox one', 'android', 'ios', 'pc', 'macos']",1576
Resident Evil 4 (2005),4.4,"Action, Shooter","Gamecube, Android, Pc, Ios, Playstation 4, Playstation 2, Wii",Mature,1.1831860321852945,3,"['action', 'shooter']","['gamecube', 'android', 'pc', 'ios', 'playstation 4', 'playstation 2', 'wii']",1577
Syberia,3.93,"Adventure, Puzzle","Nintendo Ds, Nintendo Switch, Macos, Pc, Ios, Playstation 3, Xbox 360, Android",Teen,0.4761776600193949,5,"['adventure', 'puzzle']","['nintendo ds', 'nintendo switch', 'macos', 'pc', 'ios', 'playstation 3', 'xbox 360', 'android']",1578
Grim Fandango Remastered,4.0,"Adventure, Puzzle","Pc, Playstation 4, Ps Vita, Xbox One, Nintendo Switch, Ios, Linux, Macos, Android",Teen,0.5814767792781457,5,"['adventure', 'puzzle']","['pc', 'playstation 4', 'ps vita', 'xbox one', 'nintendo switch', 'ios', 'linux', 'macos', 'android']",1579
Hotline Miami 2: Wrong Number,4.29,"Action, Shooter, Arcade, Indie","Android, Ps Vita, Playstation 4, Playstation 3, Linux, Macos, Pc, Nintendo Switch, Ios",Mature,1.0177159876358282,3,"['action', 'shooter', 'arcade', 'indie']","['android', 'ps vita', 'playstation 4', 'playstation 3', 'linux', 'macos', 'pc', 'nintendo switch', 'ios']",1580
The Walking Dead: Season 2,4.06,"Action, Adventure","Macos, Pc, Ios, Android, Ps Vita, Playstation 3, Xbox 360, Nintendo Switch, Playstation 4, Xbox One",Mature,0.6717331672142173,3,"['action', 'adventure']","['macos', 'pc', 'ios', 'android', 'ps vita', 'playstation 3', 'xbox 360', 'nintendo switch', 'playstation 4', 'xbox one']",1581
Syberia 2,3.88,"Adventure, Puzzle","Ios, Xbox, Android, Playstation 3, Playstation 2, Xbox 360, Nintendo Switch, Macos, Pc",Teen,0.400964003406001,5,"['adventure', 'puzzle']","['ios', 'xbox', 'android', 'playstation 3', 'playstation 2', 'xbox 360', 'nintendo switch', 'macos', 'pc']",1582
To The Moon,4.29,"Action, Adventure, Rpg, Casual, Indie","Pc, Nintendo Switch, Android, Linux, Ios, Macos",Everyone,1.0177159876358282,1,"['action', 'adventure', 'rpg', 'casual', 'indie']","['pc', 'nintendo switch', 'android', 'linux', 'ios', 'macos']",1583
Metal Gear Rising: Revengeance,4.25,Action,"Playstation 3, Xbox 360, Pc, Android, Xbox One",Mature,0.9575450623451132,3,['action'],"['playstation 3', 'xbox 360', 'pc', 'android', 'xbox one']",1584
Lego The Lord Of The Rings,3.55,"Action, Adventure","Pc, Ios, Nintendo Ds, Playstation 3, Nintendo 3Ds, Xbox 360, Wii, Ps Vita, Android",Everyone 10+,-0.0954461302423964,2,"['action', 'adventure']","['pc', 'ios', 'nintendo ds', 'playstation 3', 'nintendo 3ds', 'xbox 360', 'wii', 'ps vita', 'android']",1585
Human: Fall Flat,3.82,"Action, Indie, Puzzle","Android, Linux, Macos, Pc, Ios, Playstation 4, Xbox One, Nintendo Switch",Everyone,0.3107076154699287,1,"['action', 'indie', 'puzzle']","['android', 'linux', 'macos', 'pc', 'ios', 'playstation 4', 'xbox one', 'nintendo switch']",1586
Star Wars: Knights Of The Old Republic Ii – The Sith Lords,4.37,"Adventure, Rpg","Xbox, Xbox 360, Linux, Macos, Pc, Nintendo Switch, Android",Teen,1.138057838217258,5,"['adventure', 'rpg']","['xbox', 'xbox 360', 'linux', 'macos', 'pc', 'nintendo switch', 'android']",2578
Beholder,3.81,"Adventure, Rpg, Strategy, Indie","Nintendo Switch, Ios, Xbox One, Pc, Macos, Linux, Playstation 4, Android",Teen,0.2956648841472503,5,"['adventure', 'rpg', 'strategy', 'indie']","['nintendo switch', 'ios', 'xbox one', 'pc', 'macos', 'linux', 'playstation 4', 'android']",1588
Lords Of The Fallen (2014),2.91,"Action, Adventure, Rpg","Android, Playstation 4, Pc, Ios, Xbox One",Mature,-1.0581809348938331,3,"['action', 'adventure', 'rpg']","['android', 'playstation 4', 'pc', 'ios', 'xbox one']",1589
Fortnite Battle Royale,3.27,"Action, Shooter","Playstation 4, Xbox One, Ios, Pc, Android, Xbox Series S/X, Playstation 5, Nintendo Switch",Teen,-0.5166426072773999,5,"['action', 'shooter']","['playstation 4', 'xbox one', 'ios', 'pc', 'android', 'xbox series s/x', 'playstation 5', 'nintendo switch']",1590
Jet Set Radio,3.41,"Action, Sports, Platformer","Ios, Xbox 360, Android, Game Boy Advance, Dreamcast, Playstation 3, Ps Vita, Pc",Teen,-0.3060443687598978,5,"['action', 'sports', 'platformer']","['ios', 'xbox 360', 'android', 'game boy advance', 'dreamcast', 'playstation 3', 'ps vita', 'pc']",1591
Game Of Thrones - A Telltale Games Series,3.23,"Action, Adventure","Xbox 360, Playstation 3, Xbox One, Playstation 4, Android, Pc, Macos, Ios",Adults Only,-0.5768135325681147,0,"['action', 'adventure']","['xbox 360', 'playstation 3', 'xbox one', 'playstation 4', 'android', 'pc', 'macos', 'ios']",1592
Orwell: Keeping An Eye On You,3.27,"Adventure, Simulation, Indie, Puzzle","Android, Ios, Pc, Macos, Linux",Teen,-0.5166426072773999,5,"['adventure', 'simulation', 'indie', 'puzzle']","['android', 'ios', 'pc', 'macos', 'linux']",1593
Oxenfree,3.91,"Adventure, Rpg, Indie","Nintendo Switch, Xbox One, Playstation 4, Ios, Pc, Linux, Android, Macos",Teen,0.4460921973740375,5,"['adventure', 'rpg', 'indie']","['nintendo switch', 'xbox one', 'playstation 4', 'ios', 'pc', 'linux', 'android', 'macos']",1594
Gwent: The Witcher Card Game,3.59,"Rpg, Strategy, Board Games, Card","Xbox One, Ios, Pc, Playstation 4, Android",Teen,-0.0352752049516815,5,"['rpg', 'strategy', 'board games', 'card']","['xbox one', 'ios', 'pc', 'playstation 4', 'android']",1595
Lara Croft And The Guardian Of Light,3.42,"Action, Adventure","Pc, Playstation 3, Xbox 360, Android, Ios",Teen,-0.2910016374372194,5,"['action', 'adventure']","['pc', 'playstation 3', 'xbox 360', 'android', 'ios']",1596
The Talos Principle,4.15,"Adventure, Indie, Puzzle","Xbox One, Playstation 4, Ios, Pc, Macos, Linux, Nintendo Switch, Android",Everyone 10+,0.8071177491183268,2,"['adventure', 'indie', 'puzzle']","['xbox one', 'playstation 4', 'ios', 'pc', 'macos', 'linux', 'nintendo switch', 'android']",1597
Gris,4.2,"Adventure, Indie, Puzzle, Platformer","Android, Macos, Pc, Ios, Xbox One, Playstation 5, Xbox Series S/X, Playstation 4, Nintendo Switch",Everyone,0.8823314057317201,1,"['adventure', 'indie', 'puzzle', 'platformer']","['android', 'macos', 'pc', 'ios', 'xbox one', 'playstation 5', 'xbox series s/x', 'playstation 4', 'nintendo switch']",1598
Valiant Hearts: The Great War,4.36,"Adventure, Puzzle","Playstation 3, Xbox 360, Nintendo Switch, Pc, Ios, Android, Xbox One, Playstation 4",Teen,1.1230151068945795,5,"['adventure', 'puzzle']","['playstation 3', 'xbox 360', 'nintendo switch', 'pc', 'ios', 'android', 'xbox one', 'playstation 4']",1599
Injustice 2,3.92,Fighting,"Android, Playstation 4, Pc, Xbox One, Ios",Teen,0.4611349286967159,5,['fighting'],"['android', 'playstation 4', 'pc', 'xbox one', 'ios']",1600
World Of Goo,4.02,"Strategy, Educational, Family, Indie, Puzzle","Android, Ios, Pc, Macos, Linux, Nintendo Switch, Wii",Everyone,0.6115622419235024,1,"['strategy', 'educational', 'family', 'indie', 'puzzle']","['android', 'ios', 'pc', 'macos', 'linux', 'nintendo switch', 'wii']",1601
Life Is Strange: Before The Storm,3.95,Adventure,"Playstation 4, Xbox One, Ios, Macos, Linux, Android, Pc",Mature,0.5062631226647524,3,['adventure'],"['playstation 4', 'xbox one', 'ios', 'macos', 'linux', 'android', 'pc']",1602
Final Fantasy Vii (1997),4.38,"Action, Adventure, Rpg","Pc, Ios, Android, Nintendo Switch, Playstation, Playstation 4, Xbox One",Teen,1.1531005695399363,5,"['action', 'adventure', 'rpg']","['pc', 'ios', 'android', 'nintendo switch', 'playstation', 'playstation 4', 'xbox one']",1603
Mount & Blade: Warband,4.36,"Action, Rpg, Strategy","Playstation 4, Linux, Macos, Android, Pc, Xbox One",Teen,1.1230151068945795,5,"['action', 'rpg', 'strategy']","['playstation 4', 'linux', 'macos', 'android', 'pc', 'xbox one']",1604
Vvvvvv,3.77,"Action, Adventure, Arcade, Casual, Indie, Puzzle, Platformer","Ps Vita, Playstation 4, Nintendo Switch, Nintendo 3Ds, Macos, Linux, Ios, Android, Pc",Everyone,0.2354939588565354,1,"['action', 'adventure', 'arcade', 'casual', 'indie', 'puzzle', 'platformer']","['ps vita', 'playstation 4', 'nintendo switch', 'nintendo 3ds', 'macos', 'linux', 'ios', 'android', 'pc']",1605
Surgeon Simulator,3.43,"Action, Simulation, Educational, Indie","Playstation 4, Ios, Pc, Macos, Linux, Nintendo Switch, Android",Teen,-0.2759589061145404,5,"['action', 'simulation', 'educational', 'indie']","['playstation 4', 'ios', 'pc', 'macos', 'linux', 'nintendo switch', 'android']",1606
Genshin Impact,3.56,"Action, Adventure, Rpg","Playstation 5, Android, Playstation 4, Nintendo Switch, Pc, Ios",Teen,-0.0804033989197173,5,"['action', 'adventure', 'rpg']","['playstation 5', 'android', 'playstation 4', 'nintendo switch', 'pc', 'ios']",1607
Titan Quest,3.9,"Action, Rpg","Pc, Xbox One, Nintendo Switch, Playstation 4, Android, Ios",Teen,0.4310494660513584,5,"['action', 'rpg']","['pc', 'xbox one', 'nintendo switch', 'playstation 4', 'android', 'ios']",1608
Plants Vs. Zombies Goty Edition,4.33,Strategy,"Nintendo Ds, Nintendo Dsi, Xbox 360, Playstation 3, Playstation 4, Ps Vita, Android, Ios, Pc, Macos",Everyone 10+,1.0778869129265432,2,['strategy'],"['nintendo ds', 'nintendo dsi', 'xbox 360', 'playstation 3', 'playstation 4', 'ps vita', 'android', 'ios', 'pc', 'macos']",1609
Thomas Was Alone,3.74,"Adventure, Family, Indie","Android, Ps Vita, Playstation 4, Playstation 3, Wii U, Macos, Pc, Ios, Xbox One, Linux, Nintendo Switch",Everyone,0.1903657648884996,1,"['adventure', 'family', 'indie']","['android', 'ps vita', 'playstation 4', 'playstation 3', 'wii u', 'macos', 'pc', 'ios', 'xbox one', 'linux', 'nintendo switch']",1610
Moonlighter,3.74,"Action, Adventure, Indie","Playstation 4, Nintendo Switch, Linux, Macos, Pc, Ios, Xbox One, Android",Everyone 10+,0.1903657648884996,2,"['action', 'adventure', 'indie']","['playstation 4', 'nintendo switch', 'linux', 'macos', 'pc', 'ios', 'xbox one', 'android']",1611
Need For Speed: Hot Pursuit,3.86,"Racing, Arcade","Android, Playstation 3, Xbox 360, Pc, Ios, Nintendo Switch, Wii",Everyone 10+,0.3708785407606436,2,"['racing', 'arcade']","['android', 'playstation 3', 'xbox 360', 'pc', 'ios', 'nintendo switch', 'wii']",1612
This Is The Police,3.89,"Adventure, Strategy, Simulation, Indie","Android, Linux, Macos, Pc, Ios, Xbox One, Playstation 4, Nintendo Switch",Mature,0.41600673472868,3,"['adventure', 'strategy', 'simulation', 'indie']","['android', 'linux', 'macos', 'pc', 'ios', 'xbox one', 'playstation 4', 'nintendo switch']",1613
Oddworld: New 'N' Tasty,3.51,"Action, Adventure, Indie, Platformer","Xbox One, Wii U, Ps Vita, Playstation 3, Playstation 4, Nintendo Switch, Pc, Macos, Linux, Android, Ios",Teen,-0.1556170555331112,5,"['action', 'adventure', 'indie', 'platformer']","['xbox one', 'wii u', 'ps vita', 'playstation 3', 'playstation 4', 'nintendo switch', 'pc', 'macos', 'linux', 'android', 'ios']",1614
Tom Clancy'S Splinter Cell: Conviction,3.84,"Action, Adventure","Playstation 3, Xbox One, Android, Pc, Macos, Xbox 360",Mature,0.3407930781152861,3,"['action', 'adventure']","['playstation 3', 'xbox one', 'android', 'pc', 'macos', 'xbox 360']",1615
Lego Star Wars - The Complete Saga,4.1,"Action, Adventure","Android, Xbox 360, Nintendo Ds, Pc, Ios, Wii, Macos, Playstation 3, Xbox One",Everyone 10+,0.7319040925049322,2,"['action', 'adventure']","['android', 'xbox 360', 'nintendo ds', 'pc', 'ios', 'wii', 'macos', 'playstation 3', 'xbox one']",1616
Bloodstained: Ritual Of The Night,4.01,"Action, Adventure","Xbox One, Android, Ios, Pc, Nintendo Switch, Playstation 4",Teen,0.596519510600824,5,"['action', 'adventure']","['xbox one', 'android', 'ios', 'pc', 'nintendo switch', 'playstation 4']",1617
Doom Ii,4.38,"Action, Shooter","Xbox One, Ios, Pc, Playstation 4, Game Boy Advance, Classic Macintosh, Android, Macos, Nintendo Switch, Xbox 360",Mature,1.1531005695399363,3,"['action', 'shooter']","['xbox one', 'ios', 'pc', 'playstation 4', 'game boy advance', 'classic macintosh', 'android', 'macos', 'nintendo switch', 'xbox 360']",1618
Into The Breach,4.32,"Rpg, Strategy, Indie","Nintendo Switch, Macos, Pc, Android",Everyone 10+,1.0628441816038647,2,"['rpg', 'strategy', 'indie']","['nintendo switch', 'macos', 'pc', 'android']",1619
Tomb Raider Ii,3.74,"Action, Shooter, Adventure, Platformer","Classic Macintosh, Macos, Pc, Ios, Playstation, Android",Teen,0.1903657648884996,5,"['action', 'shooter', 'adventure', 'platformer']","['classic macintosh', 'macos', 'pc', 'ios', 'playstation', 'android']",1620
Deiland,2.27,"Adventure, Rpg, Indie","Macos, Pc, Ios, Playstation 4, Android",Everyone 10+,-2.0209157395452704,2,"['adventure', 'rpg', 'indie']","['macos', 'pc', 'ios', 'playstation 4', 'android']",1621
Dungeon Defenders,3.33,"Action, Rpg, Strategy, Indie","Pc, Ios, Android, Playstation 3, Macos, Linux, Xbox 360",Everyone 10+,-0.4263862193413276,2,"['action', 'rpg', 'strategy', 'indie']","['pc', 'ios', 'android', 'playstation 3', 'macos', 'linux', 'xbox 360']",1622
Sonic & All-Stars Racing Transformed,3.9,"Sports, Racing, Family","Xbox One, Ios, Pc, Nintendo 3Ds, Wii U, Xbox 360, Playstation 3, Ps Vita, Android",Everyone 10+,0.4310494660513584,2,"['sports', 'racing', 'family']","['xbox one', 'ios', 'pc', 'nintendo 3ds', 'wii u', 'xbox 360', 'playstation 3', 'ps vita', 'android']",1623
Graveyard Keeper,3.72,"Adventure, Rpg, Strategy, Simulation, Casual, Indie","Android, Playstation 4, Linux, Macos, Pc, Ios, Xbox One, Nintendo Switch",Teen,0.1602803022431421,5,"['adventure', 'rpg', 'strategy', 'simulation', 'casual', 'indie']","['android', 'playstation 4', 'linux', 'macos', 'pc', 'ios', 'xbox one', 'nintendo switch']",1624
Super Hexagon,3.75,"Action, Arcade, Casual, Indie","Pc, Linux, Ios, Macos, Android",Everyone,0.205408496211178,1,"['action', 'arcade', 'casual', 'indie']","['pc', 'linux', 'ios', 'macos', 'android']",1625
Baldur'S Gate: Enhanced Edition,4.08,"Rpg, Strategy","Ios, Xbox One, Nintendo Switch, Playstation 4, Android, Linux, Pc, Macos",Teen,0.7018186298595754,5,"['rpg', 'strategy']","['ios', 'xbox one', 'nintendo switch', 'playstation 4', 'android', 'linux', 'pc', 'macos']",1626
Deus Ex: The Fall,2.69,"Action, Adventure, Rpg","Ios, Android, Pc",Mature,-1.389121023992765,3,"['action', 'adventure', 'rpg']","['ios', 'android', 'pc']",1627
Kingdom: New Lands,3.88,"Strategy, Simulation, Arcade, Casual, Indie","Android, Playstation 4, Nintendo Switch, Linux, Macos, Pc, Ios, Xbox One",Everyone 10+,0.400964003406001,2,"['strategy', 'simulation', 'arcade', 'casual', 'indie']","['android', 'playstation 4', 'nintendo switch', 'linux', 'macos', 'pc', 'ios', 'xbox one']",1628
Lego Batman 2 Dc Super Heroes,3.68,"Action, Family","Ps Vita, Xbox 360, Wii, Macos, Pc, Ios, Xbox One, Nintendo 3Ds, Playstation 3, Android, Nintendo Ds, Wii U",Everyone 10+,0.1001093769524272,2,"['action', 'family']","['ps vita', 'xbox 360', 'wii', 'macos', 'pc', 'ios', 'xbox one', 'nintendo 3ds', 'playstation 3', 'android', 'nintendo ds', 'wii u']",1629
Stick Fight: The Game,3.83,"Action, Casual, Indie","Macos, Android, Ios, Pc",Everyone,0.3257503467926077,1,"['action', 'casual', 'indie']","['macos', 'android', 'ios', 'pc']",1630
Keep Talking And Nobody Explodes,4.19,"Simulation, Indie, Puzzle","Xbox One, Pc, Macos, Nintendo Switch, Playstation 4, Android",Everyone 10+,0.8672886744090417,2,"['simulation', 'indie', 'puzzle']","['xbox one', 'pc', 'macos', 'nintendo switch', 'playstation 4', 'android']",1631
Superbrothers: Sword & Sworcery,3.49,"Adventure, Rpg, Indie","Nintendo Switch, Android, Ios, Pc, Linux, Macos",Teen,-0.185702518178468,5,"['adventure', 'rpg', 'indie']","['nintendo switch', 'android', 'ios', 'pc', 'linux', 'macos']",1632
Lego Batman 3: Beyond Gotham,3.61,"Action, Adventure, Family","Playstation 4, Playstation 3, Wii U, Nintendo 3Ds, Macos, Pc, Ios, Xbox One, Android, Ps Vita",Everyone 10+,-0.005189742306324,2,"['action', 'adventure', 'family']","['playstation 4', 'playstation 3', 'wii u', 'nintendo 3ds', 'macos', 'pc', 'ios', 'xbox one', 'android', 'ps vita']",1633
Tricky Towers,3.67,"Arcade, Casual, Indie, Puzzle","Xbox One, Android, Ios, Pc, Macos, Linux, Playstation 4, Nintendo Switch",Everyone 10+,0.0850666456297482,2,"['arcade', 'casual', 'indie', 'puzzle']","['xbox one', 'android', 'ios', 'pc', 'macos', 'linux', 'playstation 4', 'nintendo switch']",1634
Punch Club,3.66,"Rpg, Strategy, Simulation, Sports, Fighting, Indie","Xbox One, Linux, Android, Ios, Pc, Macos, Nintendo Switch, Nintendo 3Ds, Playstation 4",Teen,0.0700239143070698,5,"['rpg', 'strategy', 'simulation', 'sports', 'fighting', 'indie']","['xbox one', 'linux', 'android', 'ios', 'pc', 'macos', 'nintendo switch', 'nintendo 3ds', 'playstation 4']",1635
Need For Speed: Most Wanted - A Criterion Game,3.36,"Racing, Arcade","Android, Ps Vita, Wii U, Pc, Ios, Xbox 360, Playstation 3",Teen,-0.3812580253732917,5,"['racing', 'arcade']","['android', 'ps vita', 'wii u', 'pc', 'ios', 'xbox 360', 'playstation 3']",1636
Crazy Taxi (1999),3.83,"Action, Racing, Arcade","Playstation 3, Playstation 2, Xbox 360, Pc, Ios, Android, Gamecube, Dreamcast",Everyone,0.3257503467926077,1,"['action', 'racing', 'arcade']","['playstation 3', 'playstation 2', 'xbox 360', 'pc', 'ios', 'android', 'gamecube', 'dreamcast']",1637
Lego Harry Potter: Years 1-4,3.81,"Action, Adventure, Family, Platformer","Wii, Nintendo Ds, Psp, Playstation 3, Ps Vita, Pc, Xbox 360, Macos, Android",Everyone 10+,0.2956648841472503,2,"['action', 'adventure', 'family', 'platformer']","['wii', 'nintendo ds', 'psp', 'playstation 3', 'ps vita', 'pc', 'xbox 360', 'macos', 'android']",1638
Loop Hero,4.05,"Rpg, Strategy, Simulation, Indie","Linux, Macos, Pc, Android, Nintendo Switch, Xbox Series S/X",Teen,0.6566904358915389,5,"['rpg', 'strategy', 'simulation', 'indie']","['linux', 'macos', 'pc', 'android', 'nintendo switch', 'xbox series s/x']",1639
Portal Knights,2.99,"Action, Adventure, Rpg","Playstation 4, Xbox One, Ios, Pc, Nintendo Switch, Android",Everyone 10+,-0.9378390843124034,2,"['action', 'adventure', 'rpg']","['playstation 4', 'xbox one', 'ios', 'pc', 'nintendo switch', 'android']",1640
Wreckfest,3.68,"Racing, Arcade","Pc, Playstation 4, Ios, Xbox One, Android, Xbox Series S/X, Playstation 5, Nintendo Switch",Teen,0.1001093769524272,5,"['racing', 'arcade']","['pc', 'playstation 4', 'ios', 'xbox one', 'android', 'xbox series s/x', 'playstation 5', 'nintendo switch']",1641
