Name,Rating,Genres,Platforms,ESRB,Rating_scaled,ESRB_cat,Genres_list,Platforms_list,db_id
Samorost 3,4.18,"Adventure, Casual, Family, Indie, Puzzle","Pc, Android, Ios, Macos",Everyone 10+,0.8522459430863619,2,"['adventure', 'casual', 'family', 'indie', 'puzzle']","['pc', 'android', 'ios', 'macos']",1730
Aura Kingdom,2.23,"Adventure, Rpg, Casual, Massively Multiplayer","Pc, Ios, Android",Teen,-2.0810866648359854,5,"['adventure', 'rpg', 'casual', 'massively multiplayer']","['pc', 'ios', 'android']",1731
112 Operator,3.65,"Strategy, Simulation, Indie","Android, Ios, Pc, Macos",Teen,0.0549811829843907,5,"['strategy', 'simulation', 'indie']","['android', 'ios', 'pc', 'macos']",1732
Sky Force Anniversary,3.51,"Action, Arcade, Casual, Indie","Macos, Wii U, Linux, Playstation 3, Playstation 4, Ps Vita, Ios, Pc, Nintendo Switch, Xbox One, Android",Everyone 10+,-0.1556170555331112,2,"['action', 'arcade', 'casual', 'indie']","['macos', 'wii u', 'linux', 'playstation 3', 'playstation 4', 'ps vita', 'ios', 'pc', 'nintendo switch', 'xbox one', 'android']",1733
Realm Grinder,2.85,"Rpg, Strategy, Simulation","Pc, Macos, Android, Ios",Everyone 10+,-1.1484373228299054,2,"['rpg', 'strategy', 'simulation']","['pc', 'macos', 'android', 'ios']",1734
Car Mechanic Simulator 2018,3.77,"Simulation, Racing","Ios, Xbox One, Pc, Nintendo Switch, Playstation 4, Android, Xbox Series S/X",Everyone,0.2354939588565354,1,"['simulation', 'racing']","['ios', 'xbox one', 'pc', 'nintendo switch', 'playstation 4', 'android', 'xbox series s/x']",1735
The Banner Saga 3,4.23,"Rpg, Strategy, Indie","Xbox One, Playstation 4, Ios, Nintendo Switch, Android, Pc, Macos",Teen,0.9274595996997566,5,"['rpg', 'strategy', 'indie']","['xbox one', 'playstation 4', 'ios', 'nintendo switch', 'android', 'pc', 'macos']",1736
Fahrenheit (Indigo Prophecy),4.31,"Action, Adventure","Xbox, Android, Playstation 4, Playstation 2, Pc, Xbox 360",Mature,1.047801450281185,3,"['action', 'adventure']","['xbox', 'android', 'playstation 4', 'playstation 2', 'pc', 'xbox 360']",1737
Knock-Knock,3.59,"Action, Adventure, Rpg, Indie","Xbox One, Playstation 4, Macos, Pc, Linux, Nintendo Switch, Ps Vita, Android, Ios",Teen,-0.0352752049516815,5,"['action', 'adventure', 'rpg', 'indie']","['xbox one', 'playstation 4', 'macos', 'pc', 'linux', 'nintendo switch', 'ps vita', 'android', 'ios']",1738
Fifa 12,3.44,Sports,"Android, Playstation 3, Pc, Psp, Playstation 2, Xbox 360, Ios",Everyone,-0.2609161747918619,1,['sports'],"['android', 'playstation 3', 'pc', 'psp', 'playstation 2', 'xbox 360', 'ios']",1739
Sonic The Hedgehog 4 - Episode Ii,3.1,"Action, Adventure, Arcade","Pc, Playstation 3, Android, Xbox 360, Ios",Everyone 10+,-0.7723690397629378,2,"['action', 'adventure', 'arcade']","['pc', 'playstation 3', 'android', 'xbox 360', 'ios']",1740
Lyne,3.25,"Board Games, Casual, Indie, Puzzle","Linux, Macos, Pc, Android, Ios",Everyone,-0.5467280699227574,1,"['board games', 'casual', 'indie', 'puzzle']","['linux', 'macos', 'pc', 'android', 'ios']",1741
Alien Shooter,3.95,"Action, Rpg, Indie","Pc, Playstation 3, Playstation 4, Ps Vita, Android",Mature,0.5062631226647524,3,"['action', 'rpg', 'indie']","['pc', 'playstation 3', 'playstation 4', 'ps vita', 'android']",1742
Ea Sports Ufc 2,3.46,"Sports, Fighting","Ios, Xbox One, Android, Playstation 4",Teen,-0.2308307121465045,5,"['sports', 'fighting']","['ios', 'xbox one', 'android', 'playstation 4']",1743
Simulacra,3.61,"Adventure, Rpg, Simulation","Playstation 4, Xbox One, Macos, Android, Ios, Pc",Teen,-0.005189742306324,5,"['adventure', 'rpg', 'simulation']","['playstation 4', 'xbox one', 'macos', 'android', 'ios', 'pc']",1744
The First Tree,3.11,"Adventure, Indie","Playstation 4, Linux, Macos, Pc, Ios, Android, Xbox One, Nintendo Switch",Everyone,-0.7573263084402594,1,"['adventure', 'indie']","['playstation 4', 'linux', 'macos', 'pc', 'ios', 'android', 'xbox one', 'nintendo switch']",1745
Roblox,3.28,"Action, Shooter, Adventure, Rpg, Strategy, Simulation, Sports, Racing, Arcade, Board Games, Casual, Card, Educational, Family, Fighting, Massively Multiplayer, Indie, Puzzle, Platformer","Android, Macos, Pc, Ios, Xbox One",Everyone,-0.5015998759547214,1,"['action', 'shooter', 'adventure', 'rpg', 'strategy', 'simulation', 'sports', 'racing', 'arcade', 'board games', 'casual', 'card', 'educational', 'family', 'fighting', 'massively multiplayer', 'indie', 'puzzle', 'platformer']","['android', 'macos', 'pc', 'ios', 'xbox one']",1746
Bendy And The Ink Machine,3.47,"Action, Adventure, Indie, Puzzle","Pc, Android, Playstation 4, Nintendo Switch, Linux, Macos, Ios, Ps Vita, Xbox One",Teen,-0.2157879808238255,5,"['action', 'adventure', 'indie', 'puzzle']","['pc', 'android', 'playstation 4', 'nintendo switch', 'linux', 'macos', 'ios', 'ps vita', 'xbox one']",1747
The Witcher Adventure Game,3.02,"Adventure, Rpg, Strategy, Board Games","Ios, Macos, Pc, Android",Everyone 10+,-0.8927108903443676,2,"['adventure', 'rpg', 'strategy', 'board games']","['ios', 'macos', 'pc', 'android']",1748
The Swords Of Ditto,3.41,"Action, Adventure, Rpg, Indie","Macos, Linux, Playstation 4, Ios, Android, Nintendo Switch, Pc",Everyone 10+,-0.3060443687598978,2,"['action', 'adventure', 'rpg', 'indie']","['macos', 'linux', 'playstation 4', 'ios', 'android', 'nintendo switch', 'pc']",1749
Pac-Man 256,3.45,"Action, Arcade, Casual","Xbox One, Playstation 4, Linux, Macos, Pc, Ios, Android",Everyone 10+,-0.2458734434691829,2,"['action', 'arcade', 'casual']","['xbox one', 'playstation 4', 'linux', 'macos', 'pc', 'ios', 'android']",1750
Jade Empire: Special Edition,4.11,"Action, Rpg","Macos, Android, Pc, Ios",Mature,0.7469468238276119,3,"['action', 'rpg']","['macos', 'android', 'pc', 'ios']",1751
Thimbleweed Park,4.07,"Adventure, Indie, Puzzle","Playstation 4, Xbox One, Nintendo Switch, Android, Pc, Linux, Macos, Ios",Teen,0.686775898536897,5,"['adventure', 'indie', 'puzzle']","['playstation 4', 'xbox one', 'nintendo switch', 'android', 'pc', 'linux', 'macos', 'ios']",1752
Lumino City,3.43,"Adventure, Indie, Puzzle, Platformer","Macos, Ios, Pc, Android",Everyone,-0.2759589061145404,1,"['adventure', 'indie', 'puzzle', 'platformer']","['macos', 'ios', 'pc', 'android']",1753
Hearthstone,3.91,"Strategy, Card","Pc, Android, Macos, Ios",Teen,0.4460921973740375,5,"['strategy', 'card']","['pc', 'android', 'macos', 'ios']",1754
Pix The Cat,2.63,"Action, Arcade, Indie","Ps Vita, Playstation 4, Nintendo Switch, Xbox One, Linux, Pc, Android, Macos",Everyone,-1.4793774119288372,1,"['action', 'arcade', 'indie']","['ps vita', 'playstation 4', 'nintendo switch', 'xbox one', 'linux', 'pc', 'android', 'macos']",1755
Windward,2.74,"Action, Adventure, Rpg, Indie","Pc, Macos, Linux, Android",Everyone 10+,-1.313907367379371,2,"['action', 'adventure', 'rpg', 'indie']","['pc', 'macos', 'linux', 'android']",1756
Death Squared,3.37,"Casual, Indie, Puzzle","Pc, Android, Nintendo Switch, Macos, Xbox One, Playstation 4",Everyone,-0.3662152940506127,1,"['casual', 'indie', 'puzzle']","['pc', 'android', 'nintendo switch', 'macos', 'xbox one', 'playstation 4']",1757
Ea Sports Ufc,3.3,"Simulation, Sports, Fighting","Xbox One, Android, Ios, Playstation 4",Teen,-0.471514413309364,5,"['simulation', 'sports', 'fighting']","['xbox one', 'android', 'ios', 'playstation 4']",1758
Final Fantasy Iii (3D Remake),3.78,Rpg,"Pc, Ios, Nintendo Ds, Ps Vita, Psp, Android",Everyone 10+,0.2505366901792138,2,['rpg'],"['pc', 'ios', 'nintendo ds', 'ps vita', 'psp', 'android']",1759
Marvel'S Guardians Of The Galaxy: The Telltale Series,3.57,Adventure,"Xbox One, Pc, Playstation 4, Android, Macos, Ios",Teen,-0.0653606675970389,5,['adventure'],"['xbox one', 'pc', 'playstation 4', 'android', 'macos', 'ios']",1760
Agatha Christie - The Abc Murders,3.36,"Action, Adventure, Puzzle","Xbox One, Playstation 4, Nintendo Ds, Pc, Macos, Linux, Android, Ios",Teen,-0.3812580253732917,5,"['action', 'adventure', 'puzzle']","['xbox one', 'playstation 4', 'nintendo ds', 'pc', 'macos', 'linux', 'android', 'ios']",1761
Cube Escape: Paradox,3.97,"Adventure, Indie, Puzzle","Macos, Pc, Android, Ios",Teen,0.5363485853101099,5,"['adventure', 'indie', 'puzzle']","['macos', 'pc', 'android', 'ios']",1762
Savant - Ascent,3.27,"Action, Arcade, Indie","Android, Macos, Linux, Ios, Pc",Everyone 10+,-0.5166426072773999,2,"['action', 'arcade', 'indie']","['android', 'macos', 'linux', 'ios', 'pc']",1763
Florence,4.12,"Adventure, Casual, Family, Indie, Puzzle","Nintendo Switch, Ios, Pc, Macos, Android",Teen,0.7619895551502903,5,"['adventure', 'casual', 'family', 'indie', 'puzzle']","['nintendo switch', 'ios', 'pc', 'macos', 'android']",1764
Anomaly Defenders,2.83,"Action, Strategy, Indie","Android, Linux, Pc, Ios, Macos",Everyone,-1.178522785475263,1,"['action', 'strategy', 'indie']","['android', 'linux', 'pc', 'ios', 'macos']",1765
Zen Bound 2,3.34,"Casual, Family, Indie, Puzzle","Linux, Nintendo Switch, Android, Pc, Ios, Macos",Everyone 10+,-0.4113434880186492,2,"['casual', 'family', 'indie', 'puzzle']","['linux', 'nintendo switch', 'android', 'pc', 'ios', 'macos']",1766
Ravensword: Shadowlands,2.09,"Action, Adventure, Rpg, Indie","Playstation 4, Linux, Macos, Pc, Ios, Nintendo Switch, Android",Teen,-2.291684903353488,5,"['action', 'adventure', 'rpg', 'indie']","['playstation 4', 'linux', 'macos', 'pc', 'ios', 'nintendo switch', 'android']",1767
Monument Valley,4.4,"Adventure, Casual, Puzzle","Android, Ios, Pc",Everyone,1.1831860321852945,1,"['adventure', 'casual', 'puzzle']","['android', 'ios', 'pc']",1768
Simpleplanes,2.97,"Educational, Indie","Ios, Pc, Macos, Android",Everyone 10+,-0.9679245469577608,2,"['educational', 'indie']","['ios', 'pc', 'macos', 'android']",1769
16Bit Trader,1.75,"Adventure, Rpg, Strategy, Simulation, Casual, Indie","Pc, Android, Linux, Ios, Macos",Everyone,-2.803137768324563,1,"['adventure', 'rpg', 'strategy', 'simulation', 'casual', 'indie']","['pc', 'android', 'linux', 'ios', 'macos']",1770
The Inner World,3.72,"Adventure, Family, Indie","Xbox One, Playstation 4, Nintendo Switch, Linux, Android, Pc, Macos, Ios",Teen,0.1602803022431421,5,"['adventure', 'family', 'indie']","['xbox one', 'playstation 4', 'nintendo switch', 'linux', 'android', 'pc', 'macos', 'ios']",1771
Duke Nukem 3D,4.36,"Action, Shooter","Genesis, Sega Saturn, Playstation, Xbox 360, Pc, Ios, Android",Mature,1.1230151068945795,3,"['action', 'shooter']","['genesis', 'sega saturn', 'playstation', 'xbox 360', 'pc', 'ios', 'android']",1772
Dropsy,3.48,"Adventure, Indie, Puzzle","Macos, Pc, Linux, Ios, Android",Teen,-0.2007452495011471,5,"['adventure', 'indie', 'puzzle']","['macos', 'pc', 'linux', 'ios', 'android']",1773
Breach & Clear,2.78,"Action, Rpg, Strategy, Simulation","Ps Vita, Ios, Pc, Macos, Linux, Android",Teen,-1.2537364420886568,5,"['action', 'rpg', 'strategy', 'simulation']","['ps vita', 'ios', 'pc', 'macos', 'linux', 'android']",1774
Splice,3.25,"Action, Adventure, Simulation, Casual, Indie, Puzzle","Pc, Linux, Playstation 4, Playstation 3, Android, Macos",Everyone 10+,-0.5467280699227574,2,"['action', 'adventure', 'simulation', 'casual', 'indie', 'puzzle']","['pc', 'linux', 'playstation 4', 'playstation 3', 'android', 'macos']",1775
Distraint: Deluxe Edition,3.17,"Adventure, Puzzle","Ps Vita, Playstation 4, Ios, Nintendo Switch, Android, Pc",Mature,-0.6670699205041871,3,"['adventure', 'puzzle']","['ps vita', 'playstation 4', 'ios', 'nintendo switch', 'android', 'pc']",1776
Mechanic Escape,2.24,"Action, Adventure, Arcade, Casual, Indie, Puzzle","Macos, Android, Ios, Pc",Everyone 10+,-2.0660439335133063,2,"['action', 'adventure', 'arcade', 'casual', 'indie', 'puzzle']","['macos', 'android', 'ios', 'pc']",1777
Small World 2,3.12,"Strategy, Board Games, Casual, Indie","Android, Pc, Macos, Linux, Ios",Everyone 10+,-0.7422835771175803,2,"['strategy', 'board games', 'casual', 'indie']","['android', 'pc', 'macos', 'linux', 'ios']",1778
Blackwell Unbound,3.65,"Adventure, Rpg, Indie","Ios, Android, Linux, Macos, Pc",Teen,0.0549811829843907,5,"['adventure', 'rpg', 'indie']","['ios', 'android', 'linux', 'macos', 'pc']",1779
Dead Age,2.71,"Action, Adventure, Rpg, Strategy, Simulation, Casual, Indie","Xbox One, Playstation 4, Pc, Macos, Linux, Ios, Android",Mature,-1.3590355613474074,3,"['action', 'adventure', 'rpg', 'strategy', 'simulation', 'casual', 'indie']","['xbox one', 'playstation 4', 'pc', 'macos', 'linux', 'ios', 'android']",1780
Mobius Final Fantasy,2.54,Rpg,"Android, Pc, Ios",Teen,-1.6147619938329454,5,['rpg'],"['android', 'pc', 'ios']",1781
Undecember,2.52,"Action, Rpg","Android, Pc, Ios",Mature,-1.6448474564783029,3,"['action', 'rpg']","['android', 'pc', 'ios']",1782
Streets Of Rage 2,4.11,"Action, Arcade","Android, Wii, Nintendo 3Ds, Pc, Genesis, Game Gear, Sega Master System, Classic Macintosh, Linux, Ios, Xbox 360, Playstation 3",Everyone 10+,0.7469468238276119,2,"['action', 'arcade']","['android', 'wii', 'nintendo 3ds', 'pc', 'genesis', 'game gear', 'sega master system', 'classic macintosh', 'linux', 'ios', 'xbox 360', 'playstation 3']",1783
Questrun,1.83,"Adventure, Rpg","Android, Ios, Pc, Macos",Everyone,-2.682795917743133,1,"['adventure', 'rpg']","['android', 'ios', 'pc', 'macos']",1784
Battle Islands,2.08,"Rpg, Strategy, Simulation","Xbox One, Playstation 4, Android, Pc, Ios",Teen,-2.306727634676166,5,"['rpg', 'strategy', 'simulation']","['xbox one', 'playstation 4', 'android', 'pc', 'ios']",1785
Yesterday,3.43,"Adventure, Rpg","Pc, Android, Ios",Teen,-0.2759589061145404,5,"['adventure', 'rpg']","['pc', 'android', 'ios']",1786
Chariot,3.2,"Action, Adventure, Indie","Xbox One, Wii U, Playstation 3, Playstation 4, Pc, Android",Everyone,-0.6219417265361505,1,"['action', 'adventure', 'indie']","['xbox one', 'wii u', 'playstation 3', 'playstation 4', 'pc', 'android']",1787
Dead Effect,2.82,"Action, Adventure, Indie","Android, Macos, Pc, Ios",Mature,-1.193565516797942,3,"['action', 'adventure', 'indie']","['android', 'macos', 'pc', 'ios']",1788
Missing Translation,2.98,"Adventure, Casual, Indie, Puzzle","Android, Pc, Macos",Everyone,-0.9528818156350825,1,"['adventure', 'casual', 'indie', 'puzzle']","['android', 'pc', 'macos']",1789
Final Fantasy V,4.06,Rpg,"Snes, Android, Pc, Ios, Game Boy Advance",Everyone 10+,0.6717331672142173,2,['rpg'],"['snes', 'android', 'pc', 'ios', 'game boy advance']",1790
Monster Loves You!,2.86,"Action, Adventure, Rpg, Simulation, Casual, Family, Indie","Nintendo Switch, Playstation 4, Ios, Macos, Linux, Pc, Android",Teen,-1.133394591507227,5,"['action', 'adventure', 'rpg', 'simulation', 'casual', 'family', 'indie']","['nintendo switch', 'playstation 4', 'ios', 'macos', 'linux', 'pc', 'android']",1791
Millie,2.19,"Action, Arcade, Casual, Indie, Puzzle","Nintendo Switch, Android, Pc, Linux, Ios, Macos",Everyone 10+,-2.1412575901267004,2,"['action', 'arcade', 'casual', 'indie', 'puzzle']","['nintendo switch', 'android', 'pc', 'linux', 'ios', 'macos']",1792
Reigns: Her Majesty,3.78,"Adventure, Rpg, Simulation, Casual, Card, Indie","Android, Linux, Macos, Pc, Ios",Teen,0.2505366901792138,5,"['adventure', 'rpg', 'simulation', 'casual', 'card', 'indie']","['android', 'linux', 'macos', 'pc', 'ios']",1793
Broke Protocol: Online City Rpg,2.02,"Action, Rpg, Simulation, Massively Multiplayer, Indie","Android, Pc",Everyone 10+,-2.396984022612238,2,"['action', 'rpg', 'simulation', 'massively multiplayer', 'indie']","['android', 'pc']",1794
Gauntlet,3.26,"Action, Rpg, Indie","Pc, Nintendo Ds, Android, Playstation 4",Everyone 10+,-0.5316853386000789,2,"['action', 'rpg', 'indie']","['pc', 'nintendo ds', 'android', 'playstation 4']",1795
Oh...Sir!! The Insult Simulator,3.31,"Action, Simulation, Indie","Playstation 4, Xbox One, Ios, Pc, Macos, Linux, Nintendo Switch, Android",Teen,-0.456471681986685,5,"['action', 'simulation', 'indie']","['playstation 4', 'xbox one', 'ios', 'pc', 'macos', 'linux', 'nintendo switch', 'android']",1796
Knights Of Pen And Paper 2,3.85,"Adventure, Rpg, Strategy, Simulation, Indie","Ios, Pc, Macos, Android, Linux",Teen,0.3558358094379651,5,"['adventure', 'rpg', 'strategy', 'simulation', 'indie']","['ios', 'pc', 'macos', 'android', 'linux']",1797
20 Minutes Till Dawn,3.84,"Action, Adventure, Rpg, Strategy, Casual, Indie","Pc, Ios, Android",Teen,0.3407930781152861,5,"['action', 'adventure', 'rpg', 'strategy', 'casual', 'indie']","['pc', 'ios', 'android']",1798
Motorsport Manager,3.83,"Strategy, Simulation, Sports, Racing","Ios, Pc, Android",Everyone 10+,0.3257503467926077,2,"['strategy', 'simulation', 'sports', 'racing']","['ios', 'pc', 'android']",1799
Phoenix Wright: Ace Attorney,4.36,Adventure,"Ios, Pc, Nintendo 3Ds, Nintendo Ds, Wii, Android, Game Boy Advance",Teen,1.1230151068945795,5,['adventure'],"['ios', 'pc', 'nintendo 3ds', 'nintendo ds', 'wii', 'android', 'game boy advance']",1800
Pac-Man,4.07,"Arcade, Casual, Family","Commodore / Amiga, Game Boy Color, Atari 5200, Game Boy, Atari 8-Bit, Game Boy Advance, Atari 2600, Android, Playstation 4, Xbox 360, Neo Geo, Wii, Wii U, Nintendo 3Ds, Nintendo Switch, Macos, Ios, Xbox One, Game Gear, Pc, Apple Ii, Nes",Everyone,0.686775898536897,1,"['arcade', 'casual', 'family']","['commodore / amiga', 'game boy color', 'atari 5200', 'game boy', 'atari 8-bit', 'game boy advance', 'atari 2600', 'android', 'playstation 4', 'xbox 360', 'neo geo', 'wii', 'wii u', 'nintendo 3ds', 'nintendo switch', 'macos', 'ios', 'xbox one', 'game gear', 'pc', 'apple ii', 'nes']",1801
Tower Of Fantasy,2.52,"Action, Adventure, Rpg, Massively Multiplayer","Pc, Android, Ios",Teen,-1.6448474564783029,5,"['action', 'adventure', 'rpg', 'massively multiplayer']","['pc', 'android', 'ios']",1802
Orborun,1.82,"Action, Racing, Arcade, Indie","Ios, Linux, Android, Pc, Macos",Everyone 10+,-2.697838649065812,2,"['action', 'racing', 'arcade', 'indie']","['ios', 'linux', 'android', 'pc', 'macos']",1803
Another World,4.2,"Adventure, Arcade, Puzzle, Platformer","Apple Ii, Jaguar, Ios, Pc, Nintendo Switch, Android, Atari St, Classic Macintosh, Snes, 3Do, Commodore / Amiga, Genesis",Teen,0.8823314057317201,5,"['adventure', 'arcade', 'puzzle', 'platformer']","['apple ii', 'jaguar', 'ios', 'pc', 'nintendo switch', 'android', 'atari st', 'classic macintosh', 'snes', '3do', 'commodore / amiga', 'genesis']",1804
60 Seconds!,3.55,"Adventure, Strategy, Simulation, Casual, Indie","Xbox One, Nintendo Switch, Playstation 4, Android, Macos, Pc",Everyone 10+,-0.0954461302423964,2,"['adventure', 'strategy', 'simulation', 'casual', 'indie']","['xbox one', 'nintendo switch', 'playstation 4', 'android', 'macos', 'pc']",1805
The Last Door - Collector'S Edition,3.78,"Adventure, Indie, Puzzle","Ios, Android, Pc, Linux, Macos",Teen,0.2505366901792138,5,"['adventure', 'indie', 'puzzle']","['ios', 'android', 'pc', 'linux', 'macos']",1806
Super Auto Pets,3.63,Strategy,"Web, Linux, Pc, Ios, Android",Everyone 10+,0.0248957203390333,2,['strategy'],"['web', 'linux', 'pc', 'ios', 'android']",1807
Five Nights At Freddy'S: Sister Location,3.21,"Action, Adventure, Simulation, Indie","Android, Playstation 4, Xbox One, Nintendo Switch, Pc, Ios",Teen,-0.6068989952134722,5,"['action', 'adventure', 'simulation', 'indie']","['android', 'playstation 4', 'xbox one', 'nintendo switch', 'pc', 'ios']",1808
Geometry Wars 3: Dimensions Evolved,3.77,"Action, Shooter, Arcade","Ios, Xbox One, Xbox 360, Ps Vita, Playstation 4, Playstation 3, Android, Pc, Linux, Macos",Everyone,0.2354939588565354,1,"['action', 'shooter', 'arcade']","['ios', 'xbox one', 'xbox 360', 'ps vita', 'playstation 4', 'playstation 3', 'android', 'pc', 'linux', 'macos']",1809
Merchants Of Kaidan,2.07,"Adventure, Rpg, Strategy, Simulation, Indie","Android, Nintendo Switch, Linux, Macos, Pc, Ios",Everyone 10+,-2.321770365998845,2,"['adventure', 'rpg', 'strategy', 'simulation', 'indie']","['android', 'nintendo switch', 'linux', 'macos', 'pc', 'ios']",1810
Final Fantasy Iv: The After Years,3.72,"Adventure, Rpg","Nintendo Ds, Ios, Nintendo 3Ds, Psp, Android, Ps Vita, Wii, Pc",Everyone 10+,0.1602803022431421,2,"['adventure', 'rpg']","['nintendo ds', 'ios', 'nintendo 3ds', 'psp', 'android', 'ps vita', 'wii', 'pc']",1811
Shoot Many Robots,2.86,"Action, Shooter, Rpg, Arcade, Indie","Playstation 3, Xbox 360, Android, Pc",Mature,-1.133394591507227,3,"['action', 'shooter', 'rpg', 'arcade', 'indie']","['playstation 3', 'xbox 360', 'android', 'pc']",1812
Snuggle Truck,2.18,"Racing, Arcade, Casual, Indie","Ios, Android, Macos, Pc, Linux",Everyone 10+,-2.1563003214493786,2,"['racing', 'arcade', 'casual', 'indie']","['ios', 'android', 'macos', 'pc', 'linux']",1813
Ikaruga,4.03,"Action, Shooter, Indie","Dreamcast, Android, Pc, Xbox 360, Nintendo Switch, Playstation 4, Gamecube, Xbox One",Everyone 10+,0.6266049732461821,2,"['action', 'shooter', 'indie']","['dreamcast', 'android', 'pc', 'xbox 360', 'nintendo switch', 'playstation 4', 'gamecube', 'xbox one']",1814
Jack Lumber,2.04,"Action, Strategy, Arcade, Casual, Indie","Macos, Ios, Android, Pc, Linux",Everyone 10+,-2.366898559966881,2,"['action', 'strategy', 'arcade', 'casual', 'indie']","['macos', 'ios', 'android', 'pc', 'linux']",1815
Legends Of Idleon Mmo,2.7,"Rpg, Simulation, Casual, Massively Multiplayer, Indie","Pc, Android, Ios",Everyone 10+,-1.374078292670086,2,"['rpg', 'simulation', 'casual', 'massively multiplayer', 'indie']","['pc', 'android', 'ios']",1816
A Boy And His Blob,3.05,"Action, Adventure, Arcade, Puzzle, Platformer","Android, Ps Vita, Playstation 4, Playstation 3, Nintendo Ds, Nintendo 3Ds, Nintendo Switch, Linux, Macos, Pc, Xbox One, Ios, Wii",Everyone,-0.8475826963763317,1,"['action', 'adventure', 'arcade', 'puzzle', 'platformer']","['android', 'ps vita', 'playstation 4', 'playstation 3', 'nintendo ds', 'nintendo 3ds', 'nintendo switch', 'linux', 'macos', 'pc', 'xbox one', 'ios', 'wii']",1817
Incredipede,2.51,"Action, Adventure, Simulation, Indie, Puzzle","Android, Macos, Linux, Pc, Ios",Everyone 10+,-1.659890187800982,2,"['action', 'adventure', 'simulation', 'indie', 'puzzle']","['android', 'macos', 'linux', 'pc', 'ios']",1818
Hook,3.55,"Casual, Indie, Puzzle","Android, Ios, Web, Nintendo Switch, Macos, Pc, Linux",Everyone,-0.0954461302423964,1,"['casual', 'indie', 'puzzle']","['android', 'ios', 'web', 'nintendo switch', 'macos', 'pc', 'linux']",1819
Neverending Nightmares,3.09,"Action, Adventure, Indie","Ios, Ps Vita, Playstation 4, Macos, Pc, Linux, Android",Teen,-0.7874117710856169,5,"['action', 'adventure', 'indie']","['ios', 'ps vita', 'playstation 4', 'macos', 'pc', 'linux', 'android']",1820
Fieldrunners,3.23,"Action, Strategy, Casual, Indie","Psp, Playstation 3, Macos, Pc, Android, Ios",Everyone 10+,-0.5768135325681147,2,"['action', 'strategy', 'casual', 'indie']","['psp', 'playstation 3', 'macos', 'pc', 'android', 'ios']",1821
Tomb Raider,4.08,Action,"Sega Saturn, Android, Pc, Ios, Playstation",Teen,0.7018186298595754,5,['action'],"['sega saturn', 'android', 'pc', 'ios', 'playstation']",1822
Distraint 2,3.8,"Adventure, Casual, Indie, Puzzle","Ios, Nintendo Switch, Android, Playstation 4, Pc, Xbox One",Teen,0.2806221528245712,5,"['adventure', 'casual', 'indie', 'puzzle']","['ios', 'nintendo switch', 'android', 'playstation 4', 'pc', 'xbox one']",1823
The Amazing Spider-Man,3.34,"Action, Adventure","Ps Vita, Nintendo 3Ds, Xbox 360, Wii U, Wii, Android, Playstation 3, Pc, Ios, Nintendo Ds",Teen,-0.4113434880186492,5,"['action', 'adventure']","['ps vita', 'nintendo 3ds', 'xbox 360', 'wii u', 'wii', 'android', 'playstation 3', 'pc', 'ios', 'nintendo ds']",1824
Doom (25Th Anniversary),4.2,Shooter,"Xbox One, Ios, Nintendo Switch, Playstation 4, Android",Mature,0.8823314057317201,3,['shooter'],"['xbox one', 'ios', 'nintendo switch', 'playstation 4', 'android']",1825
Nightmares From The Deep: The Cursed Heart,3.45,"Adventure, Casual, Puzzle","Xbox One, Playstation 4, Pc, Macos, Linux, Android",Teen,-0.2458734434691829,5,"['adventure', 'casual', 'puzzle']","['xbox one', 'playstation 4', 'pc', 'macos', 'linux', 'android']",1826
Riven: The Sequel To Myst,4.12,"Adventure, Casual, Indie, Puzzle","Macos, Pc, Ios, Sega Saturn, Playstation, Classic Macintosh, Android",Everyone 10+,0.7619895551502903,2,"['adventure', 'casual', 'indie', 'puzzle']","['macos', 'pc', 'ios', 'sega saturn', 'playstation', 'classic macintosh', 'android']",1827
Mudrunner,3.8,Simulation,"Android, Playstation 4, Nintendo Switch, Pc, Xbox One",Everyone,0.2806221528245712,1,['simulation'],"['android', 'playstation 4', 'nintendo switch', 'pc', 'xbox one']",1828
Spoiler Alert,2.68,"Action, Adventure, Casual, Indie","Linux, Nintendo Switch, Macos, Pc, Android, Ios",Everyone 10+,-1.4041637553154434,2,"['action', 'adventure', 'casual', 'indie']","['linux', 'nintendo switch', 'macos', 'pc', 'android', 'ios']",1829
Prime World: Defenders,3.27,"Rpg, Strategy, Casual, Indie","Nintendo Switch, Ios, Android, Pc",Everyone,-0.5166426072773999,1,"['rpg', 'strategy', 'casual', 'indie']","['nintendo switch', 'ios', 'android', 'pc']",1830
Yesterday Origins,3.66,"Adventure, Rpg","Xbox One, Playstation 4, Nintendo Switch, Pc, Android, Ios, Macos",Mature,0.0700239143070698,3,"['adventure', 'rpg']","['xbox one', 'playstation 4', 'nintendo switch', 'pc', 'android', 'ios', 'macos']",1831
Amnesia: Memories,3.34,Adventure,"Android, Pc, Nintendo Switch, Ios, Psp, Ps Vita",Teen,-0.4113434880186492,5,['adventure'],"['android', 'pc', 'nintendo switch', 'ios', 'psp', 'ps vita']",1832
Asphalt 8: Airborne,3.64,"Racing, Arcade, Casual","Macos, Android, Pc, Ios",Teen,0.0399384516617124,5,"['racing', 'arcade', 'casual']","['macos', 'android', 'pc', 'ios']",1833
