Name,Rating,Genres,Platforms,ESRB,Genres_list,Platforms_list,Cluster
Rogue Legacy,3.87,"Action, RPG, Indie, Platformer","PlayStation 4, Xbox 360, PC, iOS, PlayStation 3, PS Vita, Nintendo Switch",Teen,"['Action', 'RPG', 'Indie', 'Platformer']","['PlayStation 4', 'Xbox 360', 'PC', 'iOS', 'PlayStation 3', 'PS Vita', 'Nintendo Switch']",0
Overlord,3.82,"Action, RPG, Casual","PC, macOS, Linux, Xbox 360",Teen,"['Action', 'RPG', 'Casual']","['PC', 'macOS', 'Linux', 'Xbox 360']",0
Deponia,3.84,"Adventure, RPG, Indie, Puzzle","Nintendo Switch, iOS, PC, macOS, PlayStation 4, Xbox One, Linux",Teen,"['Adventure', 'RPG', 'Indie', 'Puzzle']","['Nintendo Switch', 'iOS', 'PC', 'macOS', 'PlayStation 4', 'Xbox One', 'Linux']",0
Uncharted: Legacy of Thieves Collection,4.45,"Action, Adventure","PC, PlayStation 5",Teen,"['Action', 'Adventure']","['PC', 'PlayStation 5']",0
Star Wars: Battlefront II (2005),4.21,"Action, Shooter","Xbox, PSP, PlayStation 2, PC",Teen,"['Action', 'Shooter']","['Xbox', 'PSP', 'PlayStation 2', 'PC']",0
Dust: An Elysian Tail,3.63,"Action, RPG, Indie, Platformer","Xbox 360, iOS, PC, macOS, Linux, Nintendo Switch, PlayStation 4",Everyone 10+,"['Action', 'RPG', 'Indie', 'Platformer']","['Xbox 360', 'iOS', 'PC', 'macOS', 'Linux', 'Nintendo Switch', 'PlayStation 4']",2
Outer Wilds,4.38,"Adventure, Indie, Puzzle","PlayStation 4, Nintendo Switch, Xbox One, PC",Everyone 10+,"['Adventure', 'Indie', 'Puzzle']","['PlayStation 4', 'Nintendo Switch', 'Xbox One', 'PC']",2
Assassin's Creed Revelations,3.99,Action,"PlayStation 3, PC, Xbox 360, PlayStation 4, Xbox One",Mature,['Action'],"['PlayStation 3', 'PC', 'Xbox 360', 'PlayStation 4', 'Xbox One']",1
DiRT Showdown,3.3,"Racing, Arcade","Xbox 360, PC, PlayStation 3",Everyone 10+,"['Racing', 'Arcade']","['Xbox 360', 'PC', 'PlayStation 3']",2
Crash Bandicoot N. Sane Trilogy,4.13,"Action, Platformer","PC, Nintendo Switch, PlayStation 4, Xbox One",Everyone 10+,"['Action', 'Platformer']","['PC', 'Nintendo Switch', 'PlayStation 4', 'Xbox One']",2
Max Payne 2: The Fall of Max Payne,4.43,"Action, Shooter","PC, Xbox, PlayStation 2",Mature,"['Action', 'Shooter']","['PC', 'Xbox', 'PlayStation 2']",1
Sniper Elite 4,3.58,"Action, Shooter, Adventure","PlayStation 5, Xbox Series S/X, PC, PlayStation 4, Nintendo Switch, Xbox One",Mature,"['Action', 'Shooter', 'Adventure']","['PlayStation 5', 'Xbox Series S/X', 'PC', 'PlayStation 4', 'Nintendo Switch', 'Xbox One']",1
Medal of Honor,3.27,Shooter,"PC, PlayStation 3, Xbox 360",Mature,['Shooter'],"['PC', 'PlayStation 3', 'Xbox 360']",1
Persona 5,4.36,"Action, Adventure, RPG","PlayStation 3, PlayStation 4",Mature,"['Action', 'Adventure', 'RPG']","['PlayStation 3', 'PlayStation 4']",1
Life is Strange 2,3.79,Adventure,"PlayStation 4, Linux, macOS, PC, Nintendo Switch, Xbox One",Mature,['Adventure'],"['PlayStation 4', 'Linux', 'macOS', 'PC', 'Nintendo Switch', 'Xbox One']",1
The LEGO NINJAGO Movie Video Game,2.91,"Action, Adventure","PC, PlayStation 4, Nintendo Switch, Xbox One",Everyone 10+,"['Action', 'Adventure']","['PC', 'PlayStation 4', 'Nintendo Switch', 'Xbox One']",2
Red Faction: Guerrilla,3.67,"Action, Shooter","Xbox 360, PC, PlayStation 3",Mature,"['Action', 'Shooter']","['Xbox 360', 'PC', 'PlayStation 3']",1
Yakuza Kiwami,4.1,"Action, Adventure, RPG, Fighting","PlayStation 4, PC, Nintendo Switch, Xbox One, PlayStation 3",Mature,"['Action', 'Adventure', 'RPG', 'Fighting']","['PlayStation 4', 'PC', 'Nintendo Switch', 'Xbox One', 'PlayStation 3']",1
Crysis,4.01,"Action, Shooter","PlayStation 3, Xbox 360, PC",Mature,"['Action', 'Shooter']","['PlayStation 3', 'Xbox 360', 'PC']",1
The Swapper,3.53,"Action, Adventure, Indie, Puzzle, Platformer","Wii U, Xbox One, macOS, PS Vita, PC, Linux, PlayStation 3, PlayStation 4",Everyone 10+,"['Action', 'Adventure', 'Indie', 'Puzzle', 'Platformer']","['Wii U', 'Xbox One', 'macOS', 'PS Vita', 'PC', 'Linux', 'PlayStation 3', 'PlayStation 4']",2
S.T.A.L.K.E.R.: Call of Pripyat,4.27,"Shooter, RPG","Xbox Series S/X, PlayStation 4, PC, Xbox One, Nintendo Switch",Mature,"['Shooter', 'RPG']","['Xbox Series S/X', 'PlayStation 4', 'PC', 'Xbox One', 'Nintendo Switch']",1
Binary Domain,3.55,"Action, Shooter","PC, PlayStation 3, Xbox 360",Mature,"['Action', 'Shooter']","['PC', 'PlayStation 3', 'Xbox 360']",1
The Elder Scrolls IV: Oblivion Game of the Year Edition,4.32,RPG,"PC, Xbox 360, PlayStation 3",Mature,['RPG'],"['PC', 'Xbox 360', 'PlayStation 3']",1
Forza Horizon 5,4.31,"Racing, Arcade","Xbox Series S/X, PC, iOS, Xbox One",Everyone,"['Racing', 'Arcade']","['Xbox Series S/X', 'PC', 'iOS', 'Xbox One']",0
S.T.A.L.K.E.R.: Clear Sky,3.89,"Shooter, RPG","PC, PlayStation 4, Xbox One, Nintendo Switch, Xbox Series S/X",Adults Only,"['Shooter', 'RPG']","['PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'Xbox Series S/X']",1
Hitman 2: Silent Assassin,3.94,"Action, Shooter","PC, PlayStation 2, PlayStation 3, Xbox 360, Xbox, GameCube",Mature,"['Action', 'Shooter']","['PC', 'PlayStation 2', 'PlayStation 3', 'Xbox 360', 'Xbox', 'GameCube']",1
Rage,3.42,"Action, Shooter","PlayStation 3, PC, Xbox 360, Xbox One",Mature,"['Action', 'Shooter']","['PlayStation 3', 'PC', 'Xbox 360', 'Xbox One']",1
Marvel's Guardians of the Galaxy,4.3,"Action, Shooter, Adventure","Xbox One, Nintendo Switch, PC, PlayStation 4, Xbox Series S/X, PlayStation 5",Teen,"['Action', 'Shooter', 'Adventure']","['Xbox One', 'Nintendo Switch', 'PC', 'PlayStation 4', 'Xbox Series S/X', 'PlayStation 5']",0
Mass Effect 3,4.4,"Action, RPG","PlayStation 3, Xbox One, PC, Wii U, Xbox 360",Mature,"['Action', 'RPG']","['PlayStation 3', 'Xbox One', 'PC', 'Wii U', 'Xbox 360']",1
Call of Duty: Modern Warfare Remastered,3.97,"Action, Shooter","Xbox One, PlayStation 4, PC",Mature,"['Action', 'Shooter']","['Xbox One', 'PlayStation 4', 'PC']",1
Shadow of the Colossus (2011),4.25,Action,PlayStation 3,Teen,['Action'],['PlayStation 3'],0
Call of Duty: World at War,3.95,Shooter,"Xbox 360, PC, PlayStation 3, Nintendo DS, Xbox One, Wii",Adults Only,['Shooter'],"['Xbox 360', 'PC', 'PlayStation 3', 'Nintendo DS', 'Xbox One', 'Wii']",1
Magicka 2,3.68,"Action, Adventure, RPG","Linux, macOS, PC, PlayStation 4",Teen,"['Action', 'Adventure', 'RPG']","['Linux', 'macOS', 'PC', 'PlayStation 4']",0
Shadow Warrior,3.34,"Action, Shooter","PC, macOS, Linux",Mature,"['Action', 'Shooter']","['PC', 'macOS', 'Linux']",1
Tell Me Why,3.17,Adventure,"Xbox One, PC",Mature,['Adventure'],"['Xbox One', 'PC']",1
Deponia: The Complete Journey,3.61,"Adventure, RPG","Linux, PC, macOS, iOS",Teen,"['Adventure', 'RPG']","['Linux', 'PC', 'macOS', 'iOS']",0
Tomb Raider: Legend,3.9,"Action, Adventure","Xbox, PSP, PlayStation 3, PC, GameCube, PlayStation 2, Xbox 360",Teen,"['Action', 'Adventure']","['Xbox', 'PSP', 'PlayStation 3', 'PC', 'GameCube', 'PlayStation 2', 'Xbox 360']",0
Street Fighter V,3.5,"Action, Fighting","PlayStation 4, PC",Teen,"['Action', 'Fighting']","['PlayStation 4', 'PC']",0
Outlast 2,3.67,"Action, Adventure, Indie","Xbox One, PlayStation 4, PC, Nintendo Switch",Adults Only,"['Action', 'Adventure', 'Indie']","['Xbox One', 'PlayStation 4', 'PC', 'Nintendo Switch']",0
Bully: Scholarship Edition,4.13,"Action, Adventure","PC, Wii, Xbox 360",Teen,"['Action', 'Adventure']","['PC', 'Wii', 'Xbox 360']",0
Trove,2.66,"Action, RPG, Casual, Massively Multiplayer","PlayStation 4, Xbox One, PC, macOS",Everyone 10+,"['Action', 'RPG', 'Casual', 'Massively Multiplayer']","['PlayStation 4', 'Xbox One', 'PC', 'macOS']",2
Deathloop,3.97,"Action, RPG","PlayStation 5, PC, Xbox Series S/X",Mature,"['Action', 'RPG']","['PlayStation 5', 'PC', 'Xbox Series S/X']",1
Red Faction: Armageddon,3.04,"Action, Shooter","PlayStation 3, Xbox 360, PC",Mature,"['Action', 'Shooter']","['PlayStation 3', 'Xbox 360', 'PC']",1
Resident Evil Revelations,3.76,"Action, Adventure","Xbox One, Xbox 360, Nintendo 3DS, Wii U, PlayStation 3, Nintendo Switch, PlayStation 4, PC",Mature,"['Action', 'Adventure']","['Xbox One', 'Xbox 360', 'Nintendo 3DS', 'Wii U', 'PlayStation 3', 'Nintendo Switch', 'PlayStation 4', 'PC']",1
Overcooked! 2,4.15,"Action, Casual, Indie","Xbox One, PlayStation 4, Nintendo Switch, Linux, PC, macOS",Everyone,"['Action', 'Casual', 'Indie']","['Xbox One', 'PlayStation 4', 'Nintendo Switch', 'Linux', 'PC', 'macOS']",0
Sunset Overdrive,3.9,"Action, Shooter, Adventure","PC, Xbox One",Mature,"['Action', 'Shooter', 'Adventure']","['PC', 'Xbox One']",1
The Evil Within 2,4.14,"Action, Shooter, Adventure","PlayStation 4, PC, Xbox One",Mature,"['Action', 'Shooter', 'Adventure']","['PlayStation 4', 'PC', 'Xbox One']",1
Torchlight,3.71,"Action, RPG","Xbox 360, Xbox One, Linux, PC, macOS",Mature,"['Action', 'RPG']","['Xbox 360', 'Xbox One', 'Linux', 'PC', 'macOS']",1
Call of Duty 4: Modern Warfare,4.39,"Action, Shooter","Nintendo DS, PC, Xbox One, macOS, Wii, Xbox 360, PlayStation 3, PlayStation 4",Mature,"['Action', 'Shooter']","['Nintendo DS', 'PC', 'Xbox One', 'macOS', 'Wii', 'Xbox 360', 'PlayStation 3', 'PlayStation 4']",1
Gone Home,3.74,"Adventure, Indie","Nintendo Switch, iOS, PlayStation 4, PC, macOS, Linux",Teen,"['Adventure', 'Indie']","['Nintendo Switch', 'iOS', 'PlayStation 4', 'PC', 'macOS', 'Linux']",0
Tomb Raider: Anniversary,3.95,"Action, Adventure","macOS, PC, PSP, PlayStation 2, Xbox 360, Wii, iOS",Teen,"['Action', 'Adventure']","['macOS', 'PC', 'PSP', 'PlayStation 2', 'Xbox 360', 'Wii', 'iOS']",0
Awesomenauts,3.06,"Action, Strategy, Indie, Platformer","PlayStation 3, Xbox 360, macOS, PC, Linux",Teen,"['Action', 'Strategy', 'Indie', 'Platformer']","['PlayStation 3', 'Xbox 360', 'macOS', 'PC', 'Linux']",0
ARMA: Cold War Assault,2.87,"Action, Strategy, Simulation",PC,Mature,"['Action', 'Strategy', 'Simulation']",['PC'],1
System Shock 2,4.15,"Action, Shooter, RPG","PC, macOS, Linux",Mature,"['Action', 'Shooter', 'RPG']","['PC', 'macOS', 'Linux']",1
Ghostrunner,3.85,Action,"PlayStation 5, Xbox Series S/X, PlayStation 4, Nintendo Switch, PC, Xbox One",Mature,['Action'],"['PlayStation 5', 'Xbox Series S/X', 'PlayStation 4', 'Nintendo Switch', 'PC', 'Xbox One']",1
Baldur's Gate III,4.44,"Adventure, RPG, Strategy","macOS, PC, Xbox Series S/X, PlayStation 5",Mature,"['Adventure', 'RPG', 'Strategy']","['macOS', 'PC', 'Xbox Series S/X', 'PlayStation 5']",1
Sonic Generations,3.9,"Action, Arcade, Family, Platformer","PC, Nintendo 3DS, Xbox 360, PlayStation 3, PlayStation 4, Xbox One",Everyone 10+,"['Action', 'Arcade', 'Family', 'Platformer']","['PC', 'Nintendo 3DS', 'Xbox 360', 'PlayStation 3', 'PlayStation 4', 'Xbox One']",2
Metro: Last Light,4.12,"Action, Shooter","PC, PlayStation 3, Xbox 360",Mature,"['Action', 'Shooter']","['PC', 'PlayStation 3', 'Xbox 360']",1
Spyro Reignited Trilogy,4.13,"Action, Adventure","Xbox One, PlayStation 4, PC, Nintendo Switch",Everyone 10+,"['Action', 'Adventure']","['Xbox One', 'PlayStation 4', 'PC', 'Nintendo Switch']",2
Kerbal Space Program,4.16,"Simulation, Indie","Linux, macOS, PC, Xbox One, PlayStation 4",Everyone,"['Simulation', 'Indie']","['Linux', 'macOS', 'PC', 'Xbox One', 'PlayStation 4']",0
Never Alone,3.47,"Adventure, Casual, Indie","PlayStation 4, PlayStation 3, Wii U, Linux, macOS, Nintendo Switch, PC, Xbox One",Everyone 10+,"['Adventure', 'Casual', 'Indie']","['PlayStation 4', 'PlayStation 3', 'Wii U', 'Linux', 'macOS', 'Nintendo Switch', 'PC', 'Xbox One']",2
7 Days to Die,3.35,"Shooter, RPG, Indie","Xbox One, PlayStation 4, PC, macOS, Linux",Mature,"['Shooter', 'RPG', 'Indie']","['Xbox One', 'PlayStation 4', 'PC', 'macOS', 'Linux']",1
Marvel's Spider-Man: Miles Morales,4.27,Action,"PlayStation 5, PC, PlayStation 4",Teen,['Action'],"['PlayStation 5', 'PC', 'PlayStation 4']",0
Battlefield: Bad Company 2,4.13,"Action, Shooter","Xbox 360, PlayStation 3, PC, Xbox One",Mature,"['Action', 'Shooter']","['Xbox 360', 'PlayStation 3', 'PC', 'Xbox One']",1
Deus Ex 2: Invisible War,3.1,"Action, RPG","PC, Xbox",Mature,"['Action', 'RPG']","['PC', 'Xbox']",1
Deadlight,3.62,"Action, Indie, Platformer","PC, Xbox 360",Adults Only,"['Action', 'Indie', 'Platformer']","['PC', 'Xbox 360']",0
Kholat,2.65,"Adventure, Simulation, Indie","Xbox One, Nintendo Switch, PlayStation 4, PC",Teen,"['Adventure', 'Simulation', 'Indie']","['Xbox One', 'Nintendo Switch', 'PlayStation 4', 'PC']",0
TEKKEN 7,4.02,"Action, Sports, Fighting","PlayStation 4, PC, Xbox One",Teen,"['Action', 'Sports', 'Fighting']","['PlayStation 4', 'PC', 'Xbox One']",0
God of War III Remastered,4.11,"Action, Adventure",PlayStation 4,Mature,"['Action', 'Adventure']",['PlayStation 4'],1
Evolve Stage 2,2.58,Action,PC,Mature,['Action'],['PC'],1
HELL YEAH! Wrath of the Dead Rabbit,2.45,"Action, Arcade, Platformer","PlayStation 3, Xbox 360, PC",Teen,"['Action', 'Arcade', 'Platformer']","['PlayStation 3', 'Xbox 360', 'PC']",0
Outland,2.9,"Action, Adventure, Indie, Platformer","PlayStation 3, Xbox 360, macOS, PC, Linux",Everyone 10+,"['Action', 'Adventure', 'Indie', 'Platformer']","['PlayStation 3', 'Xbox 360', 'macOS', 'PC', 'Linux']",2
Blasphemous,4.06,"Action, Adventure, Indie, Platformer","Xbox One, Nintendo Switch, PlayStation 4, PC, Linux, macOS",Mature,"['Action', 'Adventure', 'Indie', 'Platformer']","['Xbox One', 'Nintendo Switch', 'PlayStation 4', 'PC', 'Linux', 'macOS']",1
Shadow Warrior 2,3.51,"Action, Shooter, Adventure","Xbox One, PlayStation 4, PC",Mature,"['Action', 'Shooter', 'Adventure']","['Xbox One', 'PlayStation 4', 'PC']",1
Just Cause,3.3,"Action, Shooter","Xbox 360, PlayStation 2, Xbox, PC",Mature,"['Action', 'Shooter']","['Xbox 360', 'PlayStation 2', 'Xbox', 'PC']",1
Styx: Master of Shadows,3.16,"Action, RPG","Xbox One, PlayStation 4, PC",Mature,"['Action', 'RPG']","['Xbox One', 'PlayStation 4', 'PC']",1
Uncharted: The Lost Legacy,4.27,"Action, Adventure","PlayStation 4, PlayStation 5",Teen,"['Action', 'Adventure']","['PlayStation 4', 'PlayStation 5']",0
Renegade Ops,2.98,"Action, Shooter","PlayStation 3, Xbox 360, PC",Teen,"['Action', 'Shooter']","['PlayStation 3', 'Xbox 360', 'PC']",0
Stories: The Path of Destinies,3.22,"Action, RPG, Indie, Platformer","PlayStation 4, PC, Xbox One",Teen,"['Action', 'RPG', 'Indie', 'Platformer']","['PlayStation 4', 'PC', 'Xbox One']",0
Mortal Kombat Komplete Edition,4.11,"Arcade, Fighting","PlayStation 3, Xbox 360, PC",Adults Only,"['Arcade', 'Fighting']","['PlayStation 3', 'Xbox 360', 'PC']",1
Saints Row: Gat Out of Hell,3.16,"Action, Adventure","Linux, PC, Xbox One, PlayStation 3, PlayStation 4, Xbox 360",Mature,"['Action', 'Adventure']","['Linux', 'PC', 'Xbox One', 'PlayStation 3', 'PlayStation 4', 'Xbox 360']",1
Steep,3.48,"Action, Simulation, Sports","Xbox One, PlayStation 4, PC",Teen,"['Action', 'Simulation', 'Sports']","['Xbox One', 'PlayStation 4', 'PC']",0
Hellblade: Senua's Sacrifice VR Edition,3.57,"Action, Adventure, Indie",PC,Adults Only,"['Action', 'Adventure', 'Indie']",['PC'],0
Uncharted 2: Among Thieves,4.39,"Action, Shooter","PlayStation 4, PlayStation 3",Teen,"['Action', 'Shooter']","['PlayStation 4', 'PlayStation 3']",0
Serious Sam: The First Encounter,4.03,"Action, Shooter, Indie",PC,Adults Only,"['Action', 'Shooter', 'Indie']",['PC'],1
Fallout 76,2.85,"Action, Adventure, RPG","PlayStation 4, Xbox One, PC",Mature,"['Action', 'Adventure', 'RPG']","['PlayStation 4', 'Xbox One', 'PC']",1
Mass Effect: Legendary Edition,4.57,"Action, Shooter, Adventure, RPG","PlayStation 5, Xbox Series S/X, PlayStation 4, PC, Xbox One",Mature,"['Action', 'Shooter', 'Adventure', 'RPG']","['PlayStation 5', 'Xbox Series S/X', 'PlayStation 4', 'PC', 'Xbox One']",1
Fable Anniversary,4.07,RPG,"Xbox 360, PC",Mature,['RPG'],"['Xbox 360', 'PC']",1
Mass Effect: Andromeda,3.21,"Action, RPG","Xbox One, PC, PlayStation 4",Mature,"['Action', 'RPG']","['Xbox One', 'PC', 'PlayStation 4']",1
Furi,3.93,"Action, Arcade","PC, PlayStation 4, Xbox One, Nintendo Switch",Mature,"['Action', 'Arcade']","['PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']",1
Prince of Persia (2008),3.78,"Action, Adventure","PC, macOS, PlayStation 3, Xbox 360",Teen,"['Action', 'Adventure']","['PC', 'macOS', 'PlayStation 3', 'Xbox 360']",0
Mirror's Edge Catalyst,3.49,"Action, Adventure, Platformer","PlayStation 4, PC, Xbox One",Teen,"['Action', 'Adventure', 'Platformer']","['PlayStation 4', 'PC', 'Xbox One']",0
"Warhammer 40,000: Dawn of War - Game of the Year Edition",3.98,Strategy,PC,Mature,['Strategy'],['PC'],1
Prototype,3.8,"Action, Adventure, Strategy, Casual","PC, PlayStation 3, PlayStation 4, Xbox One, Xbox 360",Mature,"['Action', 'Adventure', 'Strategy', 'Casual']","['PC', 'PlayStation 3', 'PlayStation 4', 'Xbox One', 'Xbox 360']",1
Hitman: Codename 47,3.83,"Action, Shooter",PC,Mature,"['Action', 'Shooter']",['PC'],1
Strider,3.3,"Action, Adventure, Arcade","PC, Xbox One, PlayStation 3, PlayStation 4, Xbox 360",Everyone 10+,"['Action', 'Adventure', 'Arcade']","['PC', 'Xbox One', 'PlayStation 3', 'PlayStation 4', 'Xbox 360']",2
DOOM 3,3.91,"Action, Shooter","PC, PlayStation 4, Xbox One, Linux, macOS, Nintendo Switch, Xbox",Mature,"['Action', 'Shooter']","['PC', 'PlayStation 4', 'Xbox One', 'Linux', 'macOS', 'Nintendo Switch', 'Xbox']",1
Viking: Battle for Asgard,2.51,"Action, Adventure, RPG, Fighting","PlayStation 3, Xbox 360, PC",Adults Only,"['Action', 'Adventure', 'RPG', 'Fighting']","['PlayStation 3', 'Xbox 360', 'PC']",0
SteamWorld Dig,3.83,"Action, Adventure, Indie, Puzzle, Platformer","Nintendo Switch, Nintendo 3DS, Xbox One, PC, macOS, Linux, Wii U, PlayStation 4, PS Vita",Everyone 10+,"['Action', 'Adventure', 'Indie', 'Puzzle', 'Platformer']","['Nintendo Switch', 'Nintendo 3DS', 'Xbox One', 'PC', 'macOS', 'Linux', 'Wii U', 'PlayStation 4', 'PS Vita']",2
Dishonored: Death of the Outsider,4.04,Action,"PlayStation 4, Xbox One, PC",Mature,['Action'],"['PlayStation 4', 'Xbox One', 'PC']",1
Crypt of the NecroDancer,3.99,"Action, RPG, Indie","Xbox One, iOS, PC, macOS, Linux, Nintendo Switch, PlayStation 4, PS Vita",Teen,"['Action', 'RPG', 'Indie']","['Xbox One', 'iOS', 'PC', 'macOS', 'Linux', 'Nintendo Switch', 'PlayStation 4', 'PS Vita']",0
World of Tanks,2.92,"Action, Shooter, Massively Multiplayer","PlayStation 4, PC, Xbox 360, Xbox One",Teen,"['Action', 'Shooter', 'Massively Multiplayer']","['PlayStation 4', 'PC', 'Xbox 360', 'Xbox One']",0
Elite Dangerous,3.93,"Action, Adventure, RPG, Simulation, Massively Multiplayer","Xbox One, PC, macOS, PlayStation 4",Teen,"['Action', 'Adventure', 'RPG', 'Simulation', 'Massively Multiplayer']","['Xbox One', 'PC', 'macOS', 'PlayStation 4']",0
Darksiders III,3.44,"Action, Adventure, RPG","PlayStation 4, PC, Nintendo Switch, Xbox One",Mature,"['Action', 'Adventure', 'RPG']","['PlayStation 4', 'PC', 'Nintendo Switch', 'Xbox One']",1
The Vanishing of Ethan Carter,3.76,"Action, Adventure, Indie","Xbox One, PC, Nintendo Switch, PlayStation 4",Mature,"['Action', 'Adventure', 'Indie']","['Xbox One', 'PC', 'Nintendo Switch', 'PlayStation 4']",1
Need for Speed Heat,3.26,"Racing, Arcade","PlayStation 4, PC, Xbox One",Teen,"['Racing', 'Arcade']","['PlayStation 4', 'PC', 'Xbox One']",0
Overlord II,3.78,"Action, RPG","Xbox One, Xbox 360, PC, macOS, Linux, PlayStation 3",Teen,"['Action', 'RPG']","['Xbox One', 'Xbox 360', 'PC', 'macOS', 'Linux', 'PlayStation 3']",0
Dead Rising 2,3.54,Action,"Xbox One, PC, Xbox 360, PlayStation 3, PlayStation 4",Mature,['Action'],"['Xbox One', 'PC', 'Xbox 360', 'PlayStation 3', 'PlayStation 4']",1
Uncharted: Drake's Fortune,4.03,"Action, Shooter","PlayStation 3, PlayStation 4",Teen,"['Action', 'Shooter']","['PlayStation 3', 'PlayStation 4']",0
Unravel,3.94,"Action, Adventure, Arcade, Puzzle, Platformer","PlayStation 4, Xbox 360, Nintendo Switch, PC, Xbox One",Everyone,"['Action', 'Adventure', 'Arcade', 'Puzzle', 'Platformer']","['PlayStation 4', 'Xbox 360', 'Nintendo Switch', 'PC', 'Xbox One']",0
Plague Inc: Evolved,3.98,"Strategy, Simulation, Casual, Indie","Nintendo Switch, Linux, macOS, PC, PlayStation 4, Xbox One",Everyone 10+,"['Strategy', 'Simulation', 'Casual', 'Indie']","['Nintendo Switch', 'Linux', 'macOS', 'PC', 'PlayStation 4', 'Xbox One']",2
EVE Online,3.35,"Action, RPG, Strategy, Massively Multiplayer","PC, Linux, macOS",Teen,"['Action', 'RPG', 'Strategy', 'Massively Multiplayer']","['PC', 'Linux', 'macOS']",0
Star Wars Jedi Knight II: Jedi Outcast,4.19,"Action, Shooter, Adventure","Nintendo Switch, PC, macOS, PlayStation 4, Classic Macintosh, Xbox, GameCube",Teen,"['Action', 'Shooter', 'Adventure']","['Nintendo Switch', 'PC', 'macOS', 'PlayStation 4', 'Classic Macintosh', 'Xbox', 'GameCube']",0
Super Mario Odyssey,4.43,"Arcade, Platformer",Nintendo Switch,Everyone 10+,"['Arcade', 'Platformer']",['Nintendo Switch'],2
Grand Theft Auto: Episodes from Liberty City,4.11,Action,"PlayStation 3, Xbox 360, PC",Mature,['Action'],"['PlayStation 3', 'Xbox 360', 'PC']",1
Tropico 5,3.64,"RPG, Strategy, Simulation","PlayStation 4, PC, macOS, Linux, Xbox 360",Teen,"['RPG', 'Strategy', 'Simulation']","['PlayStation 4', 'PC', 'macOS', 'Linux', 'Xbox 360']",0
SpeedRunners,3.75,"Action, Sports, Racing, Casual, Indie","PlayStation 4, PC, macOS, Linux, Nintendo Switch, Xbox One",Everyone 10+,"['Action', 'Sports', 'Racing', 'Casual', 'Indie']","['PlayStation 4', 'PC', 'macOS', 'Linux', 'Nintendo Switch', 'Xbox One']",2
Tom Clancy's Ghost Recon Wildlands,3.57,"Action, Shooter, Massively Multiplayer","PC, Xbox One, PlayStation 4",Mature,"['Action', 'Shooter', 'Massively Multiplayer']","['PC', 'Xbox One', 'PlayStation 4']",1
The Surge,3.19,"Action, RPG","PC, PlayStation 4, Xbox One",Mature,"['Action', 'RPG']","['PC', 'PlayStation 4', 'Xbox One']",1
Need for Speed Payback,3.2,"Racing, Arcade","PC, PlayStation 4, Xbox One",Teen,"['Racing', 'Arcade']","['PC', 'PlayStation 4', 'Xbox One']",0
Dungeons 2,2.84,"RPG, Strategy, Simulation","PlayStation 4, iOS, PC, macOS, Linux",Teen,"['RPG', 'Strategy', 'Simulation']","['PlayStation 4', 'iOS', 'PC', 'macOS', 'Linux']",0
Alpha Protocol,3.54,"Action, Shooter, RPG","PC, PlayStation 3, Xbox 360",Mature,"['Action', 'Shooter', 'RPG']","['PC', 'PlayStation 3', 'Xbox 360']",1
The Order: 1886,3.76,"Action, Adventure",PlayStation 4,Mature,"['Action', 'Adventure']",['PlayStation 4'],1
Need for Speed,3.38,"Racing, Arcade","PlayStation 4, PC, Xbox One",Teen,"['Racing', 'Arcade']","['PlayStation 4', 'PC', 'Xbox One']",0
Far Cry Primal,3.58,"Action, Shooter","Xbox One, PC, PlayStation 4",Mature,"['Action', 'Shooter']","['Xbox One', 'PC', 'PlayStation 4']",1
