Name,Rating,Genres,Platforms,ESRB,Rating_scaled,ESRB_cat,Genre_Action,Genre_Adventure,Genre_Arcade,Genre_Board Games,Genre_Card,Genre_Casual,Genre_Educational,Genre_Family,Genre_Fighting,Genre_Indie,Genre_Massively Multiplayer,Genre_Platformer,Genre_Puzzle,Genre_Racing,Genre_Rpg,Genre_Shooter,Genre_Simulation,Genre_Sports,Genre_Strategy,Platform_3Do,Platform_Android,Platform_Apple Ii,Platform_Atari 2600,Platform_Atari 5200,Platform_Atari 8-Bit,Platform_Atari St,Platform_Classic Macintosh,Platform_Commodore / Amiga,Platform_Dreamcast,Platform_Game Boy,Platform_Game Boy Advance,Platform_Game Boy Color,Platform_Game Gear,Platform_Gamecube,Platform_Genesis,Platform_Ios,Platform_Jaguar,Platform_Linux,Platform_Macos,Platform_Neo Geo,Platform_Nes,Platform_Nintendo 3Ds,Platform_Nintendo 64,Platform_Nintendo Ds,Platform_Nintendo Dsi,Platform_Nintendo Switch,Platform_Pc,Platform_Playstation,Platform_Playstation 2,Platform_Playstation 3,Platform_Playstation 4,Platform_Playstation 5,Platform_Ps Vita,Platform_Psp,Platform_Sega 32X,Platform_Sega Cd,Platform_Sega Master System,Platform_Sega Saturn,Platform_Snes,Platform_Web,Platform_Wii,Platform_Wii U,Platform_Xbox,Platform_Xbox 360,Platform_Xbox One,Platform_Xbox Series S/X,Cluster,db_id
Mirror,3.74,"Adventure, Rpg, Arcade, Indie","Android, Macos, Pc",Adults Only,0.1903657648884996,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722
Rush,2.58,"Action, Strategy, Simulation, Sports, Racing, Arcade, Casual, Indie","Pc, Wii U, Android, Macos, Linux, Ios",Everyone 10+,-1.5545910685422306,2,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1723
Hatoful Boyfriend,3.28,"Adventure, Simulation","Ios, Playstation 4, Ps Vita, Macos, Pc, Linux, Android",Teen,-0.5015998759547214,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1724
Sonic The Hedgehog 2,4.29,"Action, Arcade, Platformer","Genesis, Gamecube, Game Gear, Android, Playstation 3, Xbox 360, Wii, Pc, Ios, Nintendo 3Ds, Xbox One",Everyone 10+,1.0177159876358282,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1725
Timberman,2.8,"Action, Arcade, Casual, Indie","Linux, Macos, Pc, Android, Ios",Everyone 10+,-1.2236509794432993,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1726
Trüberbrook – A Nerd Saves The World,3.45,"Adventure, Indie, Puzzle","Playstation 4, Nintendo Switch, Linux, Macos, Pc, Ios, Android, Xbox One",Teen,-0.2458734434691829,5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2582
Shovel Knight: Treasure Trove,4.31,"Action, Adventure, Platformer","Android, Macos, Pc, Ps Vita, Playstation 4, Wii U, Nintendo 3Ds, Nintendo Switch, Linux, Xbox One",Everyone 10+,1.047801450281185,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1728
Marvel Snap,3.9,"Strategy, Casual, Card","Ios, Android, Pc",Everyone 10+,0.4310494660513584,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1729
Samorost 3,4.18,"Adventure, Casual, Family, Indie, Puzzle","Pc, Android, Ios, Macos",Everyone 10+,0.8522459430863619,2,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1730
Aura Kingdom,2.23,"Adventure, Rpg, Casual, Massively Multiplayer","Pc, Ios, Android",Teen,-2.0810866648359854,5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1731
112 Operator,3.65,"Strategy, Simulation, Indie","Android, Ios, Pc, Macos",Teen,0.0549811829843907,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1732
Sky Force Anniversary,3.51,"Action, Arcade, Casual, Indie","Macos, Wii U, Linux, Playstation 3, Playstation 4, Ps Vita, Ios, Pc, Nintendo Switch, Xbox One, Android",Everyone 10+,-0.1556170555331112,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1733
Realm Grinder,2.85,"Rpg, Strategy, Simulation","Pc, Macos, Android, Ios",Everyone 10+,-1.1484373228299054,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1734
Car Mechanic Simulator 2018,3.77,"Simulation, Racing","Ios, Xbox One, Pc, Nintendo Switch, Playstation 4, Android, Xbox Series S/X",Everyone,0.2354939588565354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1735
The Banner Saga 3,4.23,"Rpg, Strategy, Indie","Xbox One, Playstation 4, Ios, Nintendo Switch, Android, Pc, Macos",Teen,0.9274595996997566,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1736
Fahrenheit (Indigo Prophecy),4.31,"Action, Adventure","Xbox, Android, Playstation 4, Playstation 2, Pc, Xbox 360",Mature,1.047801450281185,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1737
Knock-Knock,3.59,"Action, Adventure, Rpg, Indie","Xbox One, Playstation 4, Macos, Pc, Linux, Nintendo Switch, Ps Vita, Android, Ios",Teen,-0.0352752049516815,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1738
Fifa 12,3.44,Sports,"Android, Playstation 3, Pc, Psp, Playstation 2, Xbox 360, Ios",Everyone,-0.2609161747918619,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1739
Sonic The Hedgehog 4 - Episode Ii,3.1,"Action, Adventure, Arcade","Pc, Playstation 3, Android, Xbox 360, Ios",Everyone 10+,-0.7723690397629378,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1740
Lyne,3.25,"Board Games, Casual, Indie, Puzzle","Linux, Macos, Pc, Android, Ios",Everyone,-0.5467280699227574,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1741
Alien Shooter,3.95,"Action, Rpg, Indie","Pc, Playstation 3, Playstation 4, Ps Vita, Android",Mature,0.5062631226647524,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1742
Ea Sports Ufc 2,3.46,"Sports, Fighting","Ios, Xbox One, Android, Playstation 4",Teen,-0.2308307121465045,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1743
Simulacra,3.61,"Adventure, Rpg, Simulation","Playstation 4, Xbox One, Macos, Android, Ios, Pc",Teen,-0.005189742306324,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1744
The First Tree,3.11,"Adventure, Indie","Playstation 4, Linux, Macos, Pc, Ios, Android, Xbox One, Nintendo Switch",Everyone,-0.7573263084402594,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1745
Roblox,3.28,"Action, Shooter, Adventure, Rpg, Strategy, Simulation, Sports, Racing, Arcade, Board Games, Casual, Card, Educational, Family, Fighting, Massively Multiplayer, Indie, Puzzle, Platformer","Android, Macos, Pc, Ios, Xbox One",Everyone,-0.5015998759547214,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1746
Bendy And The Ink Machine,3.47,"Action, Adventure, Indie, Puzzle","Pc, Android, Playstation 4, Nintendo Switch, Linux, Macos, Ios, Ps Vita, Xbox One",Teen,-0.2157879808238255,5,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1747
The Witcher Adventure Game,3.02,"Adventure, Rpg, Strategy, Board Games","Ios, Macos, Pc, Android",Everyone 10+,-0.8927108903443676,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1748
The Swords Of Ditto,3.41,"Action, Adventure, Rpg, Indie","Macos, Linux, Playstation 4, Ios, Android, Nintendo Switch, Pc",Everyone 10+,-0.3060443687598978,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1749
Pac-Man 256,3.45,"Action, Arcade, Casual","Xbox One, Playstation 4, Linux, Macos, Pc, Ios, Android",Everyone 10+,-0.2458734434691829,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1750
Jade Empire: Special Edition,4.11,"Action, Rpg","Macos, Android, Pc, Ios",Mature,0.7469468238276119,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1751
Thimbleweed Park,4.07,"Adventure, Indie, Puzzle","Playstation 4, Xbox One, Nintendo Switch, Android, Pc, Linux, Macos, Ios",Teen,0.686775898536897,5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1752
Lumino City,3.43,"Adventure, Indie, Puzzle, Platformer","Macos, Ios, Pc, Android",Everyone,-0.2759589061145404,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1753
Hearthstone,3.91,"Strategy, Card","Pc, Android, Macos, Ios",Teen,0.4460921973740375,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1754
Pix The Cat,2.63,"Action, Arcade, Indie","Ps Vita, Playstation 4, Nintendo Switch, Xbox One, Linux, Pc, Android, Macos",Everyone,-1.4793774119288372,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1755
Windward,2.74,"Action, Adventure, Rpg, Indie","Pc, Macos, Linux, Android",Everyone 10+,-1.313907367379371,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756
Death Squared,3.37,"Casual, Indie, Puzzle","Pc, Android, Nintendo Switch, Macos, Xbox One, Playstation 4",Everyone,-0.3662152940506127,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1757
Ea Sports Ufc,3.3,"Simulation, Sports, Fighting","Xbox One, Android, Ios, Playstation 4",Teen,-0.471514413309364,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1758
Final Fantasy Iii (3D Remake),3.78,Rpg,"Pc, Ios, Nintendo Ds, Ps Vita, Psp, Android",Everyone 10+,0.2505366901792138,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1759
Marvel'S Guardians Of The Galaxy: The Telltale Series,3.57,Adventure,"Xbox One, Pc, Playstation 4, Android, Macos, Ios",Teen,-0.0653606675970389,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1760
Agatha Christie - The Abc Murders,3.36,"Action, Adventure, Puzzle","Xbox One, Playstation 4, Nintendo Ds, Pc, Macos, Linux, Android, Ios",Teen,-0.3812580253732917,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1761
Cube Escape: Paradox,3.97,"Adventure, Indie, Puzzle","Macos, Pc, Android, Ios",Teen,0.5363485853101099,5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1762
Savant - Ascent,3.27,"Action, Arcade, Indie","Android, Macos, Linux, Ios, Pc",Everyone 10+,-0.5166426072773999,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1763
Florence,4.12,"Adventure, Casual, Family, Indie, Puzzle","Nintendo Switch, Ios, Pc, Macos, Android",Teen,0.7619895551502903,5,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1764
Anomaly Defenders,2.83,"Action, Strategy, Indie","Android, Linux, Pc, Ios, Macos",Everyone,-1.178522785475263,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1765
Zen Bound 2,3.34,"Casual, Family, Indie, Puzzle","Linux, Nintendo Switch, Android, Pc, Ios, Macos",Everyone 10+,-0.4113434880186492,2,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1766
Ravensword: Shadowlands,2.09,"Action, Adventure, Rpg, Indie","Playstation 4, Linux, Macos, Pc, Ios, Nintendo Switch, Android",Teen,-2.291684903353488,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1767
Monument Valley,4.4,"Adventure, Casual, Puzzle","Android, Ios, Pc",Everyone,1.1831860321852945,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768
Simpleplanes,2.97,"Educational, Indie","Ios, Pc, Macos, Android",Everyone 10+,-0.9679245469577608,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1769
16Bit Trader,1.75,"Adventure, Rpg, Strategy, Simulation, Casual, Indie","Pc, Android, Linux, Ios, Macos",Everyone,-2.803137768324563,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770
The Inner World,3.72,"Adventure, Family, Indie","Xbox One, Playstation 4, Nintendo Switch, Linux, Android, Pc, Macos, Ios",Teen,0.1602803022431421,5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1771
Duke Nukem 3D,4.36,"Action, Shooter","Genesis, Sega Saturn, Playstation, Xbox 360, Pc, Ios, Android",Mature,1.1230151068945795,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1772
Dropsy,3.48,"Adventure, Indie, Puzzle","Macos, Pc, Linux, Ios, Android",Teen,-0.2007452495011471,5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1773
Breach & Clear,2.78,"Action, Rpg, Strategy, Simulation","Ps Vita, Ios, Pc, Macos, Linux, Android",Teen,-1.2537364420886568,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1774
Splice,3.25,"Action, Adventure, Simulation, Casual, Indie, Puzzle","Pc, Linux, Playstation 4, Playstation 3, Android, Macos",Everyone 10+,-0.5467280699227574,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1775
Distraint: Deluxe Edition,3.17,"Adventure, Puzzle","Ps Vita, Playstation 4, Ios, Nintendo Switch, Android, Pc",Mature,-0.6670699205041871,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776
Mechanic Escape,2.24,"Action, Adventure, Arcade, Casual, Indie, Puzzle","Macos, Android, Ios, Pc",Everyone 10+,-2.0660439335133063,2,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1777
Small World 2,3.12,"Strategy, Board Games, Casual, Indie","Android, Pc, Macos, Linux, Ios",Everyone 10+,-0.7422835771175803,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1778
Blackwell Unbound,3.65,"Adventure, Rpg, Indie","Ios, Android, Linux, Macos, Pc",Teen,0.0549811829843907,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1779
Dead Age,2.71,"Action, Adventure, Rpg, Strategy, Simulation, Casual, Indie","Xbox One, Playstation 4, Pc, Macos, Linux, Ios, Android",Mature,-1.3590355613474074,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1780
Mobius Final Fantasy,2.54,Rpg,"Android, Pc, Ios",Teen,-1.6147619938329454,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1781
Undecember,2.52,"Action, Rpg","Android, Pc, Ios",Mature,-1.6448474564783029,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1782
Streets Of Rage 2,4.11,"Action, Arcade","Android, Wii, Nintendo 3Ds, Pc, Genesis, Game Gear, Sega Master System, Classic Macintosh, Linux, Ios, Xbox 360, Playstation 3",Everyone 10+,0.7469468238276119,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1783
